Unnamed: 0,target,output,question
281,apple,"Answer: The apple.

Question: What did Frank do to the man?

Answer: He tackled",What did Mary give to Fred? 
282,Fred,"Answer: Fred gave the apple to Mary.

Question: Who was the boy chief of the Black Caps?",Who gave the apple to Mary? 
283,Fred,"Answer: Mary.

Question: Who gave the apple to Mary?

Answer: Fred.",Who received the apple? 
284,apple,"Answer: The apple.

Question: What did Mary give to Fred?

Answer: The milk.",What did Fred give to Mary? 
285,Fred,"Answer: Fred

Question: Who took the apple?

Answer: Bill

Question: Who passed",Who gave the apple? 
286,Fred,,Who gave the apple to Bill? 
287,Fred,,Who gave the apple to Bill? 
288,apple,"Answer: The apple

Question: What did Berrie do to the pack-horse?

Answer:",What did Fred give to Bill? 
289,Bill,"Answer: Jeff

Context: Mary moved to the hallway. ""I'm not going to bed,""",Who gave the apple to Mary? 
290,Mary,"Answer: Mary.

Question: What did John Pollexfen do?

Answer: He dashed a",Who gave the milk to Bill? 
291,Bill,"Context: It was always a subject of
astonishment with me, until after his death, how it happened that",Who gave the milk? 
292,Mary,"and dragging the guns and baggage waggons over the most difficult
country. The motor-car is a great",Who gave the milk to Bill? 
293,Bill,"Answer: Bill.

    Shire Horse Society, 13

    ----, formation of,",Who did Mary give the milk to? 
294,apple,"Answer: The apple.

Question: What did Fred give to Jeff?

Answer: Nothing.",What did Jeff give to Fred? 
295,milk,"Two women. A very clever and amusing duologue between two
shop-lifters, one of whom is",What did Mary give to Jeff? 
296,Mary,"Answer: Jeff

Question: Who took the milk?

Answer: Jeff

Question: Who dropped",Who gave the milk? 
297,milk,"Answer: The milk.

Question: What did Mary do with the milk?

Answer: She handed",What did Mary give to Jeff? 
298,milk,"Answer: The milk.

Question: What did Jeff give to Mary?

Answer: The milk.",What did Mary give to Jeff? 
299,Bill,"Answer: Bill

Question: Who got the milk there?

Answer: Mary

Question: Who",Who gave the milk to Jeff? 
300,football,"Answer: The football.

Question: What did Mary give to Fred?

Answer: The football.",What did Mary give to Fred? 
301,Fred,"Context: The news of his mother's death had come at a time when the boy was
wild with del",Who did Mary give the football to? 
302,Mary,"Answer: Mary.

Question: Who gave the football to Mary?

Answer: Bill.",Who gave the football to Fred? 
303,Mary,"Answer: Mary

Question: Who did Mary give the apple to?
Answer: Fred

Question: Who",Who did Fred give the apple to? 
304,Fred,"Answer: Mary gave the apple to Fred.

Question: Who handed the apple to Mary?

Answer",Who gave the apple to Mary? 
305,Jeff,"Answer: Ben

Question: Who was the foolhardy pilot?

Answer: Ben

Question",Who gave the apple to Mary? 
306,Mary,"Answer: Mary

Question: What did Harry do when he was brought before the squire?

Answer",Who did Jeff give the apple to? 
307,milk,Answer: the milk,What did Mary give to Fred? 
308,Fred,"Answer: Fred

Question: Who did Fred give the milk to?

Answer: Mary

Question",Who did Mary give the milk to? 
309,Fred,"Answer: Fred

Question: Who gave the milk to Fred?

Answer: Mary

Question:",Who received the milk? 
310,Mary,"Answer: Tim

Mary went to the garden. ""Well, let's have it,"" said the",Who gave the football to Bill? 
311,Bill,"Answer: Mary

Question: Who took the football?

Answer: Bill

Question: Who passed",Who gave the football? 
312,football,"Answer: The apple.

Question: What did Mary give to Bill?

Answer: The football.",What did Bill give to Mary? 
313,apple,"Answer: The apple.

Question: What did Bill give to Mary?

Answer: The football.",What did Bill give to Mary? 
314,Bill,"Answer: He gave the football to Bill.

Question: Who did Bill give the apple to?",Who did Jeff give the football to? 
315,milk,"Answer: The milk. *       *       *       *       *

[Illustration: ""THE L",What did Jeff give to Bill? 
316,Bill,"Answer: The House of Lords. *       *       *       *       *

THE LADY OF",Who received the milk? 
317,milk,Context: [Illustration: THE IMPERIAL SHEFFIELD NINE-PIN. *       *,What did Jeff give to Bill? 
318,apple,"Answer: He gave the apple to Mary.

Context: ""I'll see ter that,"" assured",What did Fred give to Mary? 
319,Fred,"Answer: Fred

Question: Who did Fred give the apple to?

Answer: Mary

Question",Who did Mary give the apple to? 
320,Mary,"Answer: Mary.

Question: Who took the apple?

Answer: Mary.

Question:",Who gave the apple? 
321,apple,"Answer: The apple

Question: What did Mary do?

Answer: She gave the apple to Bill",What did Mary give to Bill? 
322,Mary,"Answer: Mary

Question: Who did Mary give the football to?

Answer: Jeff

Question",Who did Jeff give the football to? 
323,Mary,"Answer: Mary

Question: Who received the apple?

Answer: Mary

Question: Who received",Who received the football? 
324,Mary,"Answer: Mary

Question: Who gave the football to Mary?

Answer: Jeff

Question:",Who received the football? 
325,Bill,"Context: ""Well,"" commented Haynerd, with a light, nervous laugh, ""we've crossed",Who gave the football to Mary? 
326,Bill,Answer: Mary,Who gave the football? 
327,Jeff,Answer: Jeff,Who received the apple? 
328,apple,"Answer: The apple

Question: What did Jeff do with the apple?

Answer: He gave it",What did Bill give to Jeff? 
329,apple,"Answer: The apple.

Question: What did Jeff give to Bill?

Answer: The apple.",What did Bill give to Jeff? 
330,apple,"Answer: An apple

Question: What did Moira say to Billy?

Answer: ""I'",What did Fred give to Mary? 
331,apple,"Answer: Fred gave the apple to Mary.

Question: What did Mary give to Fred?

Answer",What did Fred give to Mary? 
332,Fred,"Answer: Mary

Question: Who moved to the office?

Answer: Mary

Question: Who",Who gave the apple? 
333,Bill,"Answer: Mary

Question: Who received the apple?

Answer: Mary

Question: Who received",Who received the apple? 
334,apple,"Answer: Fred's apple.

Question: What did Fred give to Mary?

Answer: Mary",What did Mary give to Bill? 
335,Mary,Context: The Gray Fox is somewhat smaller than the Red and is rarely found north of the state of Maine. Indeed,Who gave the apple? 
336,apple,"Answer: The apple.

Question: What did Mary do with the apple?

Answer: She passed",What did Mary give to Fred? 
337,apple,Answer: The apple.,What did Fred give to Mary? 
338,apple,Answer: The apple.,What did Fred give to Mary? 
339,Mary,"Answer: Fred gave the apple to Mary.

Question: Who did Fred give the apple to?",Who did Fred give the apple to? 
340,apple,"Answer: The apple.

Question: What did Fred get from the garden?

Answer: The milk",What did Fred give to Bill? 
341,Bill,"Answer: Bill gave the apple to Fred.

Question: Who left the milk there?

Answer:",Who gave the apple to Fred? 
342,Bill,"Answer: Bill.

Question: Who received the milk?

Answer: Fred.

Question:",Who received the apple? 
343,apple,"Answer: The apple.

Question: What did Mary move to?
Answer: The office.

Question",What did Fred give to Bill? 
344,apple,"Answer: The apple.

Question: What did Mary leave?

Answer: The football.",What did Fred give to Bill? 
345,milk,"Context: ""I'm going to
give you your medicine and then sit here and read to you.""",What did Mary give to Jeff? 
346,Mary,"Context: ""I'm going to put on something appropriate to the occasion,"" she
answered. When she",Who gave the milk to Jeff? 
347,Jeff,"Answer: Jeff

Question: Who handed the milk to Fred?

Answer: Jeff

Question:",Who gave the milk? 
348,Fred,"Answer: Fred.

Question: Who gave the milk to Fred?

Answer: Mary.",Who received the milk? 
349,Jeff,"Answer: Jeff

Question: Who dropped the milk?

Answer: Fred

Question: Who handed",Who gave the milk to Fred? 
350,Jeff,"Answer: Jeff gave the milk to Mary.

Question: Who gave the milk?

Answer: Jeff",Who gave the milk? 
351,Mary,"Answer: Jeff.

Question: Who gave the milk to Mary?

Answer: Jeff.",Who gave the milk to Bill? 
352,milk,"The answer is:

The milk.

The solution is:

The milk.

The",What did Bill give to Jeff? 
353,Bill,"Answer: Bill

Question: Who gave the milk to Mary?

Answer: Jeff

Question:",Who received the milk? 
354,milk,Answer: The milk.,What did Jeff give to Bill? 
355,Bill,"Answer: Fred gave the milk to Bill.




/Chap. XCI./--_",Who gave the milk? 
356,Bill,/Chap. CXVII./--_Of the Disappearance of Objects by Distance._,Who gave the milk to Fred? 
357,Bill,"Answer: Bill


Question: Who gave the milk to Bill?


Answer: Fred",Who gave the milk to Fred? 
358,apple,Answer: The apple.,What did Jeff give to Fred? 
359,Fred,"Answer: Fred

Question: Who did Fred give the apple to?

Answer: Bill

Question",Who did Jeff give the apple to? 
360,Mary,"Answer: Mary.

Question: Who received the football?

Answer: Jeff.

Question:",Who received the apple? 
361,Bill,"Answer: Bill.

Question: Who did Bill give the apple to?

Answer: Mary.",Who did Mary give the apple to? 
362,apple,"Answer: The apple.

Question: What did Bill give to Mary?

Answer: The apple.",What did Mary give to Bill? 
363,Mary,"Answer: Bill gave the apple to Mary.

Question: Who did Mary give the apple to?",Who did Bill give the apple to? 
364,Bill,"Answer: Mary

Question: Who gave the apple to Mary?

Answer: Bill

Question:",Who received the apple? 
365,Jeff,"Answer: Jeff

Question: Who received the apple?

Answer: Jeff

Question: Who received",Who received the apple? 
366,Jeff,Answer: Fred gave the apple to Jeff.,Who gave the apple? 
367,Bill,Answer: Jeff,Who received the football? 
368,Bill,"Answer: Jeff

Question: What did Harry do with his money?

Answer: He put it in",Who received the football? 
369,Bill,"Answer: Bill

Question: Who did Fred give the apple to?

Answer: Fred

Question",Who did Mary give the football to? 
370,Fred,"Answer: Fred

Question: Who did Fred give the football to?

Answer: Mary

Question",Who did Mary give the football to? 
371,Mary,"Answer: Mary

Question: What did Mary do with the football?

Answer: She took it to",Who gave the football to Fred? 
372,Fred,"Answer: Fred

Question: Who took the apple?

Answer: Fred

Question: Who went",Who gave the football to Mary? 
373,Jeff,"Answer: Jeff

Question: Who did Fred hand the football to?

Answer: Mary

Question",Who did Mary give the football to? 
374,football,"Answer: The football.

Question: What did Jeff give to Mary?

Answer: The apple.",What did Mary give to Jeff? 
375,Fred,"Context: It's sailing, it's sailing,
    It's sailing for the starboard watch",Who received the apple? 
376,Fred,"Answer: Bill

Question: Who journeyed to the garden?

Answer: Jeff

Question:",Who gave the apple? 
377,Bill,"Answer: Bill

Question: Who got the apple?

Answer: Bill

Question: Who journey",Who gave the apple? 
378,apple,"Answer: The apple.

Question: Where did Fred give the apple to Bill?

Answer: To",What did Fred give to Bill? 
379,Fred,"Answer: Fred

Question: Who did Jeff give the apple to?

Answer: Bill

Question",Who did Bill give the apple to? 
380,milk,"Answer: The milk.

Question: What did Hilary say about the manor?

Answer:",What did Mary give to Bill? 
381,Bill,"Answer: Mary

Question: Who was the girl?

Answer: Shirley

Question: What was",Who gave the milk? 
382,milk,"Answer: The milk.

Question: What did Fred give to Mary?

Answer: The milk.",What did Mary give to Fred? 
383,milk,"Answer: The milk.

Question: What did Mary give to Fred?

Answer: The milk.",What did Fred give to Mary? 
384,milk,Answer: The milk.,What did Fred give to Mary? 
385,football,"Answer: The football.

Question: What did Cameron do when he was awakened by the touch of a hand",What did Bill give to Mary? 
386,Mary,Answer: Mary,Who did Bill give the football to? 
387,football,"Answer: The football.

Question: What did Mary give to Fred?

Answer: The football.",What did Fred give to Mary? 
388,Fred,"Answer: Fred.

Question: What did Mary do with the football?

Answer: She handed it",Who did Mary give the football to? 
389,Mary,"CHAPTER III

THE QUARTIER LATIN


The Quartier Latin is the",Who gave the football? 
390,Fred,"Answer: Jeff

Question: Who passed the apple?

Answer: Fred

Question: Who picked",Who gave the apple? 
391,apple,"Answer: Fred gave the apple to Jeff.

Question: What did Jeff give to Fred?

Answer",What did Fred give to Jeff? 
392,Fred,"Answer: Jeff.

Question: Who gave the apple?

Answer: Fred.

Question:",Who received the apple? 
393,Fred,"Answer: Fred.

Question: Who received the milk?

Answer: Jeff.

Question:",Who received the apple? 
394,Jeff,"Answer: Bill.

Question: Who gave the apple to Bill?

Answer: Jeff.",Who gave the apple to Fred? 
395,Mary,"Answer: The Devil.

Question: Who gave the apple to the Devil?

Answer: God.",Who gave the apple? 
396,Bill,"Answer: Bill

Question: Who did Mary journey to the hallway?

Answer: Fred

Question",Who did Mary give the apple to? 
397,Fred,"[Illustration]




CHAPTER IV. “I’m not afraid of the",Who gave the apple to Bill? 
398,Fred,"Answer: Fred.

Question: Who did Fred give the apple to?

Answer: Bill.",Who did Bill give the apple to? 
399,Fred,"Answer: Mary

Question: Who gave the apple to Fred?

Answer: Mary

Question:",Who received the apple? 
400,Mary,"Answer: The King.

Question: What was the name of the King's valet?",Who gave the football to Fred? 
401,Fred,"Answer: Fred.

Question: What did Peter suddenly cry out?

Answer: I say, fellows",Who did Mary give the football to? 
402,Fred,"Answer: Mary gave the football to Fred.

Question: What did Will do when he saw that all danger",Who did Mary give the football to? 
403,Fred,Answer: Bill,Who gave the apple to Jeff? 
404,apple,"Answer: apple

Question: What did Jeff give to Fred?

Answer: apple

Question:",What did Fred give to Jeff? 
405,apple,"Answer: The apple.

Question: What did Fred do with the apple?

Answer: He gave",What did Fred give to Bill? 
406,Fred,"Answer: The serpent.

Question: What did the serpent give the apple for?

Answer: For",Who gave the apple? 
407,Fred,"Answer: Bill.

Question: Who gave it to him?

Answer: Fred.

Question",Who received the apple? 
408,Fred,"Answer: Fred.

Question: Who gave the apple to Bill?

Answer: Fred.",Who gave the apple to Jeff? 
409,apple,"Answer: apple

Question: What did Jeff do?

Answer: journeyed

Question: What",What did Fred give to Jeff? 
410,milk,"Answer: A toothpick.

Question: What did K. Le Moyne do when he was not working",What did Bill give to Jeff? 
411,Jeff,"Answer: Jeff

Question: Who grabbed the milk?

Answer: Bill

Question: Who passed",Who gave the milk to Bill? 
412,milk,"Answer: The milk.

Question: What did Jeff give to Bill?

Answer: The milk.",What did Jeff give to Bill? 
413,milk,"Answer: The milk.

Question: What did Jeff do with the milk?

Answer: He handed",What did Jeff give to Bill? 
414,Jeff,"Answer: Jeff

Question: Who travelled to the garden?

Answer: Bill

Question: Who",Who gave the milk to Mary? 
415,milk,"Answer: The milk.

Question: What did Jeff give to Fred?

Answer: The milk.",What did Fred give to Jeff? 
416,milk,"Answer: The milk

Question: What did Jeff take from the bathroom?
Answer: The apple

Question",What did Jeff give to Fred? 
417,Fred,"Answer: Fred

Question: Who passed the milk to Fred?

Answer: Bill

Question:",Who received the milk? 
418,Jeff,"Answer: Jeff

Question: Who did Jeff hand the milk to?

Answer: Fred

Question",Who did Fred give the milk to? 
419,Jeff,"Context: The
Confederate victory at Bull Run did the South great injury in that it led
vast numbers",Who gave the milk to Fred? 
420,Fred,"Answer: Fred

Question: Who went to the hallway?

Answer: Jeff

Question: Who",Who gave the football? 
421,Fred,,Who received the football? 
422,football,,What did Mary give to Fred? 
423,football,"Answer:

Question: What did Amy do to the pot?

Answer:

Question: What",What did Mary give to Fred? 
424,Fred,"Answer: Fred

Question: What did the birds do when they saw Mr. Alvord?",Who gave the football to Mary? 
425,apple,"Answer: The apple.

Question: What did Toto do with the crow?

Answer: He",What did Fred give to Bill? 
426,Fred,"Context: ""When I was a
boy like you, Toto, I lived in Ireland, the very home",Who received the apple? 
427,apple,"Answer: The apple.

Question: What did the doctor do to Eileen?

Answer: He",What did Fred give to Mary? 
428,Fred,"Answer: Fred

Question: Who gave the apple to Fred?

Answer: Mary

Question:",Who received the apple? 
429,Mary,"and, with a look of deep compassion, pointed to the sea, as if to say:
""I cannot",Who gave the apple? 
430,Jeff,"Answer: Jeff.

Jeff gave the apple to Fred.

Jeff gave the apple to Jeff.",Who did Fred give the apple to? 
431,apple,"Answer: The apple.

Question: What did Jeff give to Fred?

Answer: The apple.",What did Fred give to Jeff? 
432,Fred,"Answer: Fred.

Question: Who gave the apple to Fred?

Answer: Jeff.",Who gave the apple to Jeff? 
433,Jeff,"Answer: Fred

Question: Who gave the apple to Fred?

Answer: Jeff

Question:",Who received the apple? 
434,Mary,Answer: Jeff,Who received the football? 
435,apple,"Answer: The apple.

Question: What did Mary do with the apple?

Answer: She picked",What did Bill give to Mary? 
436,Mary,"Answer: Bill passed the apple to Mary.

Question: What did Cyril do when he was asked about",Who did Bill give the apple to? 
437,Fred,Answer: Mary,Who gave the apple? 
438,Fred,"Answer: Mary

Context: The Supervisor's daughter was a girl of twenty-two, with a",Who received the apple? 
439,Mary,"Answer: Mary

Question: Who gave the apple to Mary?

Answer: Fred

Question:",Who gave the apple to Fred? 
440,apple,"Answer: The apple.

Context: ""I'm not going to be a coward,"" he said",What did Mary give to Bill? 
441,Mary,"Answer: Bill passed the apple to Mary.

Question: What did Muriel say about Kate?",Who did Bill give the apple to? 
442,apple,"Answer: He gave her an apple.

Question: What did Muriel do to save Frank and Barney?",What did Bill give to Mary? 
443,Mary,,Who gave the apple? 
444,Mary,"Answer: Fred

Question: Who passed the apple?

Answer: Fred

Question: Who moved",Who gave the apple? 
445,apple,,What did Mary give to Fred? 
446,Fred,"Answer: Mary gave the apple to Fred.

Question: What did Mary do with the apple?",Who did Mary give the apple to? 
447,milk,"Answer: The milk.

Question: What did Fred do?

Answer: He returned the fire.",What did Mary give to Bill? 
448,Bill,"Answer: Mary

Question: What did Fred do when he saw the four soldiers?

Answer: He",Who received the milk? 
449,milk,,What did Bill give to Mary? 
450,Mary,,Who gave the apple to Bill? 
451,apple,/Chap. LXXIII./--_Of the Motions of Animals._,What did Mary give to Bill? 
452,Bill,"Context: LXXVIII./--_Of the Motion of Animals._


/The/ motion of",Who gave the apple to Fred? 
453,Fred,"Answer: Fred.




[Illustration]




CHAPTER X. “The",Who gave the apple to Bill? 
454,Bill,"Answer: Bill

Question: Who received the apple?

Answer: Bill

Question: Who received",Who received the apple? 
455,Fred,"Answer: Fred

Question: Who did Fred give the apple to?

Answer: Bill

Question",Who did Mary give the milk to? 
456,Mary,"Answer: Mary.

Question: Who handed the milk?

Answer: Fred.

Question:",Who gave the milk? 
457,Fred,"Answer: Fred

Context: ""I'm sure I don't know,"" said Miss Cather",Who did Mary give the milk to? 
458,Mary,"Answer: Mary gave the milk.

Question: Who left the milk there?

Answer: Fred left",Who gave the milk? 
459,milk,Answer: The milk.,What did Fred give to Jeff? 
460,Mary,"Answer: Mary

Question: Who took the milk?

Answer: Bill

Question: Who went",Who gave the milk? 
461,milk,"Answer: The milk.

Question: What did Fred do with the football?

Answer: He picked",What did Mary give to Bill? 
462,Bill,"Context: ""I wonder if the professor has been drinking, and, if so, where he got
his drinks",Who did Jeff give the football to? 
463,football,"Answer: The football.

Question: What did Frank do to the professor?

Answer: He laughed",What did Jeff give to Bill? 
464,football,"Answer: The football.

Question: What did Jeff do with the football?

Answer: He passed",What did Jeff give to Bill? 
465,Bill,"Answer: Fred handed the apple to Bill.

Question: What did Ames do when he entered the office",Who did Fred give the apple to? 
466,Bill,"Answer: Bill gave the apple to Fred.

Question: Who handed the apple to Bill?

Answer",Who gave the apple to Fred? 
467,apple,"Answer: The apple.

Question: What did Fred give to Bill?

Answer: The apple.",What did Bill give to Fred? 
468,Bill,,Who gave the apple to Fred? 
469,Jeff,"Answer: Jeff.

Question: Who gave the apple to Jeff?

Answer: Bill.",Who gave the apple to Fred? 
470,Fred,"Answer: Mary




THE LAKE OF THE LOVERS, A LEGEND OF LEIT",Who gave the apple? 
471,apple,"Context: Mary moved to the office. A wild duck, with its half-fledged clutch, floated fearless from its",What did Fred give to Mary? 
472,Mary,"Answer: Mary

Question: Who got the apple?

Answer: Mary

Question: Who got",Who received the apple? 
473,Mary,Answer: Mary,Who gave the apple? 
474,apple,"Answer: The apple.

Question: What did Mary give to Fred?

Answer: The apple.",What did Mary give to Bill? 
475,apple,"Answer: The apple.

Question: What did Fred do with the apple?

Answer: He ate",What did Mary give to Fred? 
476,apple,"Answer: The apple.

Question: What did Fred give to Bill?

Answer: The apple.",What did Fred give to Bill? 
477,Fred,"Answer: Fred gave the apple to Bill.

Question: Who gave the apple to Fred?

Answer",Who gave the apple to Bill? 
478,Bill,"Answer: Mary handed the apple to Fred.

Question: Who took the apple there?

Answer:",Who gave the apple to Fred? 
479,Fred,"and he was not disposed to be patient. He was not a man to be content
with a mere promise",Who gave the apple to Bill? 
480,Fred,Answer: Fred handed the apple to Bill.,Who gave the apple? 
481,Fred,"Mary

  Bill

  Fred

  Jeff

  Leonard

  Clifford",Who gave the apple? 
482,apple,"Answer: The apple

Question: What did Bill give to Fred?

Answer: The apple",What did Fred give to Bill? 
483,Bill,"Answer: Mary.

Question: Who took the apple?

Answer: Bill.

Question:",Who gave the apple? 
484,Bill,"Answer: Fred.

Question: Who gave the apple to Fred?

Answer: Bill.",Who gave the apple to Mary? 
485,Bill,"Answer: Bill.

Question: What did the snake-charmers do?

Answer: They",Who did Fred give the apple to? 
486,apple,"Answer: The apple.




THE USE OF ROCKETS IN FIRE SHIPS, AND THE",What did Fred give to Bill? 
487,Bill,"Answer: Jeff.

Question: Who gave the apple to Mary?

Answer: Jeff.",Who gave the apple? 
488,Bill,"Answer: Fred.

Question: Who journeyed to the bedroom?

Answer: Bill.",Who gave the apple to Mary? 
489,Bill,"Context: Mary went to the hallway. _s._  _d._
  9-pounder Amm",Who gave the apple? 
490,Bill,,Who gave the apple to Mary? 
491,Mary,"Answer: Dan

Question: Who was the mysterious ward?

Answer: Althea

Question",Who received the apple? 
492,milk,"Answer: The milk.

Question: What did Fred do with the milk?

Answer: He drank",What did Jeff give to Fred? 
493,milk,"Answer: The milk.

Question: What did Jeff give to Fred?

Answer: The milk.",What did Fred give to Jeff? 
494,Fred,"EMIL GRELIEU

I am feeling better. JEANNE

I am glad, my dear.",Who gave the milk to Jeff? 
495,Jeff,"Answer: Jeff

Question: Who did Maurice embrace?

Answer: Jeanne

Question: Who did",Who did Fred give the football to? 
496,football,"Answer: The football.

Question: What did the raccoon do to the woodchuck?",What did Fred give to Jeff? 
497,Fred,"Context: ""I am, and I am all out of patience because I do not receive them. ""I know",Who received the football? 
498,football,"Answer: The football.

Question: What did Fred do with the football?

Answer: He handed",What did Jeff give to Fred? 
499,Mary,"Answer: Jeff

Context: ""I am glad to see you. We have a hard
problem; it",Who received the milk? 
500,Fred,"Answer: Jeff

Question: What was the name of the ship?

Answer: The gunboat",Who received the football? 
501,Jeff,"Answer: Jeff

Question: Who got the milk?

Answer: Jeff

Question: Who got",Who gave the football? 
502,football,"Answer: Jeff left the milk there.

Question: What did the hermit say to the hawk?",What did Fred give to Jeff? 
503,Fred,"CHAPTER XIV. ""I'm a-goin' to tell ye,
        And I",Who gave the football? 
504,football,"Answer: The football.

Question: What did Mary do with the football?

Answer: She discarded",What did Fred give to Mary? 
505,Fred,"Answer: Fred

Question: Who passed the football to Fred?

Answer: Jeff

Question:",Who received the football? 
506,Bill,"Answer: Bill.

Question: Who gave the football to Bill?

Answer: Mary.",Who gave the football to Fred? 
507,Bill,,Who received the football? 
508,Bill,"Answer: Fred.

Question: Who gave the football to Fred?

Answer: Bill.",Who received the football? 
509,Bill,"THE BROWNIES' PICNIC. [Illustration]

[Illustration]",Who did Fred give the football to? 
510,Fred,"MISCELLANEOUS. NOTES ON BOOKS, SALES, CATALOGUES,",Who received the milk? 
511,Jeff,"Answer: Fred

Question: Who received the apple?

Answer: Jeff

Question: Who received",Who received the milk? 
512,milk,"Answer: milk


A: I think you're looking for the following:
import re",What did Jeff give to Fred? 
513,milk,Answer: The apple.,What did Jeff give to Fred? 
514,Fred,"Answer: Jeff handed the milk to Fred.

Question: Who was the old woman?

Answer:",Who gave the apple to Bill? 
515,Bill,"Answer: Bill gave the apple to Mary.

Question: What did Berrie hold in her hand?",Who gave the apple to Mary? 
516,Fred,,Who gave the apple? 
517,Fred,"Answer: Fred.

Question: Who passed the apple to Mary?

Answer: Fred.",Who gave the apple to Mary? 
518,Mary,"Answer: Mary.

Question: Who gave the apple to Mary?

Answer: Fred.",Who received the apple? 
519,apple,"Answer: The apple.

Question: What did Mary pass to Fred?

Answer: The apple.",What did Fred give to Mary? 
520,apple,"Answer: The apple.

Question: What did Mary hand to Fred?

Answer: The apple.",What did Mary give to Fred? 
521,Mary,"Context: The recovery, however, is satisfactory, and it is claimed that the
chances of early recurrence of",Who gave the apple? 
522,Fred,"Answer: Fred.

Question: Who did Mary give the apple to?

Answer: Fred.",Who did Mary give the milk to? 
523,milk,"Answer: The milk.

Question: What did Fred give to Mary?

Answer: The apple.",What did Mary give to Fred? 
524,Mary,"Answer: Mary.

""I'm not going out into the world,"" said Alfred, and he",Who gave the milk to Fred? 
525,milk,"Answer: The milk.

Question: What did Mary do with the milk?

Answer: She gave",What did Mary give to Fred? 
526,Mary,"A: The answer is in the text:


Mary journeyed to the bathroom.",Who received the milk? 
527,Mary,"Answer: Mary.

Question: Who passed the milk?

Answer: Fred.

Question:",Who received the milk? 
528,Mary,"Answer: Mary

Question: Who received the apple?

Answer: Bill

Question: Who received",Who received the milk? 
529,Jeff,Answer: Jeff,Who gave the football to Mary? 
530,Bill,"Answer: Bill

Question: What did Fred do to the man who called him a liar?

Answer",Who gave the apple to Mary? 
531,apple,"Answer: The apple.

Question: What did Mary give to Bill?

Answer: The apple.",What did Bill give to Mary? 
532,Mary,"Answer: Mary

Question: Who gave the apple to Mary?

Answer: Bill

Question:",Who received the apple? 
533,apple,"JEANNE

_Softly._

Are you feeling better? MAURICE

_Softly._",What did Bill give to Mary? 
534,Fred,"Answer: Bill

Question: Who did Bill give the apple to?

Answer: Mary

Question",Who did Mary give the football to? 
535,milk,"Answer: The milk.

Question: What did Bill do with the milk?

Answer: He grabbed",What did Fred give to Bill? 
536,Bill,Answer: Fred gave the milk to Bill.,Who did Fred give the milk to? 
537,Bill,"Answer: Fred gave the milk to Bill.

Question: Who did Fred give the milk to?",Who did Fred give the milk to? 
538,Mary,"Answer: Bill gave the milk to Mary.

Question: Who did Mary give the milk to?",Who did Bill give the milk to? 
539,Mary,"Answer: Bill gave the milk to Mary.

Question: Who did Bill give the milk to?",Who did Bill give the milk to? 
540,Jeff,"Question: What did Mr. Smith do with the apple?

Question: What did Mr. Smith do with",Who received the apple? 
541,Jeff,"Answer: The man who received the apple was the man who received the
apple.

Question: Who received",Who received the apple? 
542,apple,"Context: Bill picked up the apple there. Plays and Novelties That Have Been ""Winners""",What did Bill give to Jeff? 
543,apple,"Answer: The apple.

Question: What did Zoie do to Jimmy?

Answer: She threw",What did Bill give to Mary? 
544,Mary,"Answer: Jeff

Question: Who did Bill hand the apple to?

Answer: Jeff

Question",Who did Bill give the apple to? 
545,Jeff,"Answer: She gave it to Jeff.

Question: What did Jeff do with the apple?

Answer",Who did Mary give the apple to? 
546,Jeff,"Answer: Mary

Question: Who passed the apple to Mary?

Answer: Jeff

Question:",Who received the apple? 
547,Jeff,"Answer: Jeff.

Question: Who did Jeff give the apple to?

Answer: Mary.",Who did Mary give the apple to? 
548,Bill,"Answer: Mary

Question: Who passed the apple?

Answer: Mary

Question: Who picked",Who received the apple? 
549,Mary,"Answer: Jeff

Question: Who picked up the apple there?

Answer: Mary

Question:",Who gave the apple to Bill? 
550,Mary,"Answer: Mary gave the milk to Jeff.

Question: Who gave the milk to Mary?

Answer",Who gave the milk to Jeff? 
551,Jeff,"Answer: Mary

Question: Who handed the milk to Mary?

Answer: Jeff

Question:",Who received the milk? 
552,Mary,"Answer: Mary

Question: Who did Fred hand the football to?

Answer: Mary

Question",Who did Fred give the football to? 
553,Fred,"Answer: Fred

Question: Who gave the milk?

Answer: Mary

Question: Who gave",Who gave the football? 
554,Mary,"Answer: Mary.

Question: Who gave the football to Mary?

Answer: Fred.",Who received the football? 
555,Bill,,Who gave the apple? 
556,Bill,"Context: I thought at first that no one liked me in it, but I guess they
did. ""You",Who gave the apple? 
557,apple,"Answer: Fred handed the apple to Bill.

Question: What did Peter do after he shaved the right side",What did Bill give to Fred? 
558,apple,"Answer: The apple.

Question: What did Bill give to Fred?

Answer: The apple.",What did Fred give to Bill? 
559,Fred,"Answer: Bill

Question: Who received the milk?

Answer: Mary

Question: Who received",Who received the apple? 
560,apple,"Answer: A pear.

Question: What did Fred give to Mary?

Answer: A pear.",What did Fred give to Mary? 
561,Fred,"the train, he read:--

""Question: If the Supreme Court of the United States shall decide that",Who received the apple? 
562,apple,"Answer: The apple.

Question: What did Fred do with the apple?

Answer: He handed",What did Mary give to Fred? 
563,football,"Answer: The apple.

Question: What did Bill give to Mary?

Answer: The milk.",What did Fred give to Mary? 
564,Fred,"Answer: Fred.

Question: Who gave the football to Fred?

Answer: Mary.",Who received the football? 
