,target,output,result,question
345,kitchen," Before the garden, the apple was in the hands of Sandra.",0.0,Where was the apple before the garden? 
346,hallway, The football was in the garden.,0.0,Where was the football before the garden? 
347,kitchen, In the office.,0.0,Where was the football before the office? 
348,kitchen, The football was in the office before it was discarded.,0.0,Where was the football before the office? 
349,garden," Before Mary went back to the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
350,garden," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
351,garden," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
352,garden," Before Mary picked it up, the milk was on the kitchen counter.",0.0,Where was the milk before the hallway? 
353,hallway, The apple was in the garden before John moved it.,0.0,Where was the apple before the garden? 
354,bathroom, The football was in the bedroom before Mary took it.,0.0,Where was the football before the bedroom? 
355,bathroom, The football was in the bedroom before John went to the bedroom.,0.0,Where was the football before the bedroom? 
356,hallway, The apple was in the garden before Daniel picked it up.,0.0,Where was the apple before the garden? 
357,bathroom," Before the hallway, the apple was on the table.",0.0,Where was the apple before the hallway? 
358,garden," Before Mary took the football, it was in the hallway.",0.0,Where was the football before the hallway? 
359,garden," Before the bedroom, the football was in the living room.",0.0,Where was the football before the bedroom? 
360,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the hallway? 
361,hallway, The milk was in the fridge before it was discarded.,0.0,Where was the milk before the office? 
362,hallway, The milk was in the office before Daniel put it down.,0.0,Where was the milk before the office? 
363,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the hallway? 
364,office, The milk was in the kitchen before it was picked up by John.,0.0,Where was the milk before the kitchen? 
365,kitchen, The milk was in the fridge.,0.0,Where was the milk before the garden? 
366,office, The milk was in the kitchen before Mary moved it.,0.0,Where was the milk before the kitchen? 
367,bathroom," Before the kitchen, the apple was left by John.",0.0,Where was the apple before the kitchen? 
368,kitchen, The apple was in the office before it was left by John.,0.0,Where was the apple before the office? 
369,hallway, The milk was in the fridge before it was taken by Mary.,0.0,Where was the milk before the kitchen? 
370,bathroom," Before Mary left the milk in the hallway, it was in the kitchen.",0.0,Where was the milk before the hallway? 
371,bedroom," Before the office, the milk was at the store.",0.0,Where was the milk before the office? 
372,bedroom," Before the office, the milk was at the store.",0.0,Where was the milk before the office? 
373,hallway," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
374,garden, The milk was in the fridge before the office.,0.0,Where was the milk before the office? 
375,garden, The milk was in the office before the office.,0.0,Where was the milk before the office? 
376,garden, The milk was in the office before the office.,0.0,Where was the milk before the office? 
377,garden, The milk was in the office before Mary moved it.,0.0,Where was the milk before the office? 
378,hallway, The football was in the office.,0.0,Where was the football before the office? 
379,bedroom, The milk was in the kitchen before it was discarded.,0.0,Where was the milk before the kitchen? 
380,bedroom," Before the kitchen, the milk was in the refrigerator.",0.0,Where was the milk before the kitchen? 
381,garden," Before the bathroom, the football was in the hands of Daniel.",0.0,Where was the football before the bathroom? 
382,hallway, The football was in the garden.,0.0,Where was the football before the garden? 
383,bathroom," Before Sandra took the milk, it was in the fridge.",0.0,Where was the milk before the hallway? 
384,bedroom, Daniel's house.,0.0,Where was the football before the office? 
385,bedroom, The football was in the kitchen.,0.0,Where was the football before the office? 
386,bedroom, Daniel picked it up.,0.0,Where was the football before the office? 
387,bathroom, The milk was at the store before it was in the bedroom.,0.0,Where was the milk before the bedroom? 
388,hallway, The apple was in the bedroom before Mary left it there.,0.0,Where was the apple before the bedroom? 
389,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
390,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
391,garden, The milk was in the kitchen before it was moved to the bedroom.,0.0,Where was the milk before the bedroom? 
392,garden, The milk was in the kitchen before it was moved to the bedroom.,0.0,Where was the milk before the bedroom? 
393,garden, The apple was in the kitchen before Mary moved it.,0.0,Where was the apple before the kitchen? 
394,office," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
395,hallway, The football was at John's house.,0.0,Where was the football before the bathroom? 
396,hallway, The football was with John before he travelled to the bathroom.,0.0,Where was the football before the bathroom? 
397,bedroom," Before the hallway, the football was in John's possession.",0.0,Where was the football before the hallway? 
398,hallway, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
399,hallway, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
400,bedroom, The milk was in the fridge before the kitchen.,0.0,Where was the milk before the kitchen? 
401,kitchen, The apple was in Mary's hand before she discarded it in the bedroom.,0.0,Where was the apple before the bedroom? 
402,kitchen, The apple was in Mary's hand before she discarded it in the bedroom.,0.0,Where was the apple before the bedroom? 
403,office," Before the garden, the football was in the hands of Sandra.",0.0,Where was the football before the garden? 
404,garden, The football was in the hallway before the hallway.,0.0,Where was the football before the hallway? 
405,garden, The milk was in the fridge before it was discarded.,0.0,Where was the milk before the office? 
406,office, The milk was in the fridge before it was discarded.,0.0,Where was the milk before the kitchen? 
407,kitchen, The football was in the garden before Sandra took it.,0.0,Where was the football before the garden? 
408,bedroom," Before John moved it to the bathroom, the apple was sitting on the kitchen counter.",0.0,Where was the apple before the bathroom? 
409,office," Before the bedroom, the apple was left in the kitchen.",0.0,Where was the apple before the bedroom? 
410,garden," Before the office, the apple was in the kitchen.",0.0,Where was the apple before the office? 
411,garden," Before the office, the apple was in the kitchen.",0.0,Where was the apple before the office? 
412,garden," Before the office, the apple was in the kitchen.",0.0,Where was the apple before the office? 
413,hallway," Before the bathroom, the apple was in the hands of Daniel.",0.0,Where was the apple before the bathroom? 
414,bedroom, The football was in the kitchen before Daniel grabbed it.,0.0,Where was the football before the kitchen? 
415,hallway," Before the bathroom, the apple was in the hands of Daniel.",0.0,Where was the apple before the bathroom? 
416,bathroom," Before the hallway, the apple was in the room.",0.0,Where was the apple before the hallway? 
417,office, The apple was in the kitchen before it was discarded.,0.0,Where was the apple before the kitchen? 
418,garden," Before the hallway, the football was with John.",0.0,Where was the football before the hallway? 
419,garden," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
420,garden, The apple was in the office before Sandra took it.,0.0,Where was the apple before the office? 
421,garden, The apple was in the office before Sandra took it.,0.0,Where was the apple before the office? 
422,garden, The apple was in the office before Sandra took it.,0.0,Where was the apple before the office? 
423,bedroom," Before the garden, the apple was in the hands of Mary.",0.0,Where was the apple before the garden? 
424,bedroom, The apple was in the garden before John went to the garden.,0.0,Where was the apple before the garden? 
425,kitchen, The apple was in the bedroom before Mary discarded it there.,0.0,Where was the apple before the bedroom? 
426,office," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
427,office," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
428,garden," Before John took the apple, it was in the bathroom.",0.0,Where was the apple before the bathroom? 
429,garden," Before John moved to the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
430,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
431,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
432,bathroom," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
433,bathroom," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
434,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
435,bathroom, The apple was in the garden.,0.0,Where was the apple before the garden? 
436,garden, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
437,garden, The apple was in the hallway before the kitchen.,0.0,Where was the apple before the kitchen? 
438,office, The football was in the garden.,0.0,Where was the football before the garden? 
439,garden, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
440,garden, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
441,garden, The apple was in the bathroom before it was discarded.,0.0,Where was the apple before the bathroom? 
442,kitchen, The apple was not mentioned in the context.,0.0,Where was the apple before the bedroom? 
443,bathroom," Before the office, the football was with Mary.",0.0,Where was the football before the office? 
444,bathroom, Mary put down the football there.,0.0,Where was the football before the office? 
445,bedroom, The football was in the living room before it was in the kitchen.,0.0,Where was the football before the kitchen? 
446,bedroom, The football was in the living room before it was in the kitchen.,0.0,Where was the football before the kitchen? 
447,bedroom, The football was in the living room before it was in the kitchen.,0.0,Where was the football before the kitchen? 
448,garden, The football was in the bedroom before Mary picked it up.,0.0,Where was the football before the bedroom? 
449,garden, The football was in the bedroom.,0.0,Where was the football before the bedroom? 
450,garden, The football was in the bedroom.,0.0,Where was the football before the bedroom? 
451,garden, The football was in the bedroom.,0.0,Where was the football before the bedroom? 
452,bedroom," Before the bathroom, the apple was in the hands of John.",0.0,Where was the apple before the bathroom? 
453,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
454,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
455,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
456,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
457,garden," Before the bedroom, the football was in the living room.",0.0,Where was the football before the bedroom? 
458,bathroom, Daniel picked up the milk there.,0.0,Where was the milk before the hallway? 
459,garden, The apple was in the office.,0.0,Where was the apple before the office? 
460,garden, The apple was in the office.,0.0,Where was the apple before the office? 
461,garden, The apple was in the office.,0.0,Where was the apple before the office? 
462,office," Before John moved to the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
463,garden," Before the kitchen, the football was outside.",0.0,Where was the football before the kitchen? 
464,garden," Before the kitchen, the football was outside.",0.0,Where was the football before the kitchen? 
465,garden," Before the kitchen, the football was outside.",0.0,Where was the football before the kitchen? 
466,hallway, Mary grabbed the milk.,0.0,Where was the milk before the office? 
467,office," Before Mary grabbed the milk, it was in the fridge.",0.0,Where was the milk before the hallway? 
468,office," Before the bathroom, the football was in the hands of either John or Sandra.",0.0,Where was the football before the bathroom? 
469,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
470,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
471,bedroom, The football was in the kitchen before the kitchen.,0.0,Where was the football before the kitchen? 
472,kitchen," Before the garden, the apple was in the tree.",0.0,Where was the apple before the garden? 
473,bathroom, The milk was at the store before the office.,0.0,Where was the milk before the office? 
474,bathroom," Before the garden, the football was with Sandra.",0.0,Where was the football before the garden? 
475,bedroom, The football was in the office before it was picked up by Mary.,0.0,Where was the football before the office? 
476,bedroom, The football was in the office before it was picked up by Mary.,0.0,Where was the football before the office? 
477,bedroom, The milk was at the store before it was brought to the office.,0.0,Where was the milk before the office? 
478,office, The milk was in the kitchen before it was in the bedroom.,0.0,Where was the milk before the bedroom? 
479,bathroom," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
480,bathroom," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
481,office," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
482,garden, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
483,bathroom," Before the kitchen, the football was with Mary.",0.0,Where was the football before the kitchen? 
484,bathroom," Before the garden, the apple was in the hands of Mary.",0.0,Where was the apple before the garden? 
485,garden, The milk was at the store before it was brought to the office.,0.0,Where was the milk before the office? 
486,garden, The football was with Mary before she went to the bedroom.,0.0,Where was the football before the bedroom? 
487,garden, The football was in the bedroom before Mary got it.,0.0,Where was the football before the bedroom? 
488,garden, The football was in the bedroom before Mary got it.,0.0,Where was the football before the bedroom? 
489,garden, Daniel had the milk.,0.0,Where was the milk before the bedroom? 
490,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
491,garden, The milk was in the fridge.,0.0,Where was the milk before the office? 
492,garden, The milk was in the office before Mary went to the office.,0.0,Where was the milk before the office? 
493,garden, The milk was in the office before it was taken by Daniel.,0.0,Where was the milk before the office? 
494,garden," Before the bathroom, the football was with John.",0.0,Where was the football before the bathroom? 
495,bathroom," Before the office, the football was at John's house.",0.0,Where was the football before the office? 
496,garden," Before Mary went to the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
497,garden," Before Mary went to the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
498,garden, The milk was in the fridge before Mary grabbed it in the hallway.,0.0,Where was the milk before the hallway? 
499,hallway," Before the garden, the football was with John.",0.0,Where was the football before the garden? 
500,garden, The football was at the office before John went back to the office.,0.0,Where was the football before the office? 
501,hallway, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
502,hallway, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
503,kitchen," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
504,hallway, The milk was at the store.,0.0,Where was the milk before the kitchen? 
505,bedroom, The milk was at the store.,0.0,Where was the milk before the office? 
506,garden, The football was in the garden.,1.0,Where was the football before the bedroom? 
507,garden, The football was in the garden before the bedroom.,1.0,Where was the football before the bedroom? 
508,garden, The football was in the garden before the bedroom.,1.0,Where was the football before the bedroom? 
509,garden, The football was in the garden before the bedroom.,1.0,Where was the football before the bedroom? 
510,office," Before Mary went back to the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
511,bathroom, The football was in the garden before it was picked up by Mary.,0.0,Where was the football before the garden? 
512,bathroom, Mary picked up the football.,0.0,Where was the football before the garden? 
513,office, The football was in the bathroom before the kitchen.,0.0,Where was the football before the kitchen? 
514,office, The football was in the kitchen before the kitchen.,0.0,Where was the football before the kitchen? 
515,office, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
516,bathroom," Before the hallway, the apple was in the hand of John.",0.0,Where was the apple before the hallway? 
517,hallway," Before the office, the apple was in the orchard.",0.0,Where was the apple before the office? 
518,kitchen, The milk was in the office before it was dropped.,0.0,Where was the milk before the office? 
519,kitchen, Mary picked up the milk there.,0.0,Where was the milk before the office? 
520,bathroom, The milk was in the fridge before Mary picked it up and took it to the hallway.,0.0,Where was the milk before the hallway? 
521,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the hallway? 
522,bathroom, The apple was in the hallway.,0.0,Where was the apple before the hallway? 
523,bathroom, The apple was in the garden.,0.0,Where was the apple before the kitchen? 
524,garden, the kitchen?,0.0,Where was the apple before the kitchen? 
525,bedroom, The milk was in the kitchen before the bathroom.,0.0,Where was the milk before the bathroom? 
526,bedroom, The milk was in the bedroom before the bathroom.,1.0,Where was the milk before the bathroom? 
527,garden, The football was taken by Daniel from the bedroom.,0.0,Where was the football before the bedroom? 
528,garden," Before the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
529,office," Before the hallway, the apple was in the orchard.",0.0,Where was the apple before the hallway? 
530,hallway," Before the kitchen, the apple was in the hands of Sandra.",0.0,Where was the apple before the kitchen? 
531,bathroom," Before the office, the milk was at the store.",0.0,Where was the milk before the office? 
532,bathroom," Before the office, the milk was at the store.",0.0,Where was the milk before the office? 
533,bathroom, The football was in the hallway.,0.0,Where was the football before the hallway? 
534,bathroom, In John's hands.,0.0,Where was the football before the hallway? 
535,hallway," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
536,hallway," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
537,hallway," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
538,kitchen, The apple was in the kitchen.,1.0,Where was the apple before the hallway? 
539,garden," Before the office, the milk was in the store.",0.0,Where was the milk before the office? 
540,office," Before the garden, the milk was in the fridge.",0.0,Where was the milk before the garden? 
541,hallway, The football was in the garden.,0.0,Where was the football before the garden? 
542,bathroom, The milk was in the fridge before the kitchen.,0.0,Where was the milk before the kitchen? 
543,bathroom, The milk was in the fridge before it was picked up by Sandra.,0.0,Where was the milk before the kitchen? 
544,bathroom, The football was in the garden.,0.0,Where was the football before the garden? 
545,bathroom, The football was in the garden.,0.0,Where was the football before the garden? 
546,bathroom," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
547,garden, The football was in the garden before it was in the kitchen.,1.0,Where was the football before the kitchen? 
548,garden, The football was in the kitchen before Sandra picked it up.,0.0,Where was the football before the kitchen? 
549,office, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
550,office, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
551,garden, The milk was in the fridge before the kitchen.,0.0,Where was the milk before the kitchen? 
552,bathroom," Before it was in the kitchen, the milk was in the fridge.",0.0,Where was the milk before the kitchen? 
553,bathroom, The football was in the bedroom before it was discarded by Sandra.,0.0,Where was the football before the bedroom? 
554,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the kitchen? 
555,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the kitchen? 
556,bathroom," Before the garden, the apple was in the hands of Sandra.",0.0,Where was the apple before the garden? 
557,bedroom, The milk was in the kitchen before the office.,0.0,Where was the milk before the office? 
558,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the office? 
559,bedroom, The milk was in the kitchen before it was discarded.,0.0,Where was the milk before the office? 
560,bedroom, The milk was in the hotel before the office.,0.0,Where was the milk before the office? 
561,kitchen, The football was in the living room before it was taken to the bedroom.,0.0,Where was the football before the bedroom? 
562,kitchen, The apple was in the office.,0.0,Where was the apple before the office? 
563,kitchen, The apple was in the office.,0.0,Where was the apple before the office? 
564,kitchen, The apple was in the office.,0.0,Where was the apple before the office? 
565,bathroom," Before the kitchen, the apple was in the garden.",0.0,Where was the apple before the kitchen? 
566,office, The football was in the garden before it was moved to the garden.,0.0,Where was the football before the garden? 
567,kitchen," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
568,kitchen," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
569,office, The milk was in the fridge before it was picked up by John.,0.0,Where was the milk before the kitchen? 
570,kitchen," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
571,office, The milk was in the fridge before the kitchen.,0.0,Where was the milk before the kitchen? 
572,hallway, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
573,hallway, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
574,office, The milk was in the fridge before the garden.,0.0,Where was the milk before the garden? 
575,office, The milk was in the fridge before the garden.,0.0,Where was the milk before the garden? 
576,office, The milk was in the fridge before it was discarded.,0.0,Where was the milk before the garden? 
577,bedroom, The milk was in the office before Daniel discarded it.,0.0,Where was the milk before the office? 
578,bedroom, The milk was in the office before Daniel discarded it.,0.0,Where was the milk before the office? 
579,kitchen, The milk was in the hallway before Daniel dropped it.,0.0,Where was the milk before the hallway? 
580,office, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
581,hallway, The milk was in the kitchen before the bedroom.,0.0,Where was the milk before the bedroom? 
582,hallway, The milk was in the kitchen before the bedroom.,0.0,Where was the milk before the bedroom? 
583,bathroom, The football was in the hallway before John grabbed it.,0.0,Where was the football before the hallway? 
584,bathroom," Before the hallway, the football was not mentioned in the context, so it is unknown where it",0.0,Where was the football before the hallway? 
585,hallway, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
586,bedroom," Before the hallway, the apple was on the table.",0.0,Where was the apple before the hallway? 
587,hallway," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
588,hallway, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
589,kitchen, The milk was in the kitchen.,1.0,Where was the milk before the bedroom? 
590,garden, The football was in the bathroom before John took it to the hallway.,0.0,Where was the football before the hallway? 
591,garden," Before the hallway, the football was in the bathroom.",0.0,Where was the football before the hallway? 
592,kitchen, The milk was in the fridge.,0.0,Where was the milk before the office? 
593,kitchen, The milk was in the fridge.,0.0,Where was the milk before the office? 
594,office, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
595,office, The milk was in the fridge.,0.0,Where was the milk before the kitchen? 
596,garden," Before Mary traveled to the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
597,garden, The milk was in the kitchen before Daniel grabbed it.,0.0,Where was the milk before the bathroom? 
598,kitchen, The football was in the office before the office.,0.0,Where was the football before the office? 
599,kitchen, The milk was in the kitchen before Sandra picked it up and went to the garden.,1.0,Where was the milk before the garden? 
600,kitchen, The milk was in the kitchen before Sandra picked it up.,1.0,Where was the milk before the garden? 
601,kitchen, The milk was in the office before Mary travelled to the office.,0.0,Where was the milk before the office? 
602,office, The football was in the hallway before Mary picked it up.,0.0,Where was the football before the hallway? 
603,office, The football was in the hallway before Mary picked it up.,0.0,Where was the football before the hallway? 
604,office, The football was in the bedroom before Daniel left it there.,0.0,Where was the football before the bedroom? 
605,office, The football was in the bedroom before Daniel left it there.,0.0,Where was the football before the bedroom? 
606,office, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
607,kitchen, The apple was in the office.,0.0,Where was the apple before the office? 
608,office, The football was in the hallway before Daniel grabbed it.,0.0,Where was the football before the hallway? 
609,bathroom, The milk was in the kitchen before it was moved to the bedroom.,0.0,Where was the milk before the bedroom? 
610,bedroom, The milk was in the kitchen before it was grabbed by Mary.,0.0,Where was the milk before the kitchen? 
611,garden, Mary had the football before she went to the office.,0.0,Where was the football before the office? 
612,garden, The football was in the bathroom before the office.,0.0,Where was the football before the office? 
613,garden, The football was in the hallway before the office.,0.0,Where was the football before the office? 
614,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
615,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
616,bedroom, The milk was in the office.,0.0,Where was the milk before the office? 
617,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the office? 
618,bedroom," Before John moved to the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
619,hallway, The apple was in the office.,0.0,Where was the apple before the office? 
620,hallway, The apple was in the office.,0.0,Where was the apple before the office? 
621,hallway, The apple was in the office.,0.0,Where was the apple before the office? 
622,hallway," Before the bathroom, the milk was in the kitchen.",0.0,Where was the milk before the bathroom? 
623,garden, The football was in the bathroom before Sandra got it.,0.0,Where was the football before the bathroom? 
624,garden, The football was in the bathroom before Sandra got it.,0.0,Where was the football before the bathroom? 
625,bathroom," Before the office, the apple was in the hands of Sandra.",0.0,Where was the apple before the office? 
626,garden," Before John went to the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
627,bathroom," Before the office, the apple was in the hands of Sandra.",0.0,Where was the apple before the office? 
628,kitchen, The milk was in the fridge before it was taken to the garden.,0.0,Where was the milk before the garden? 
629,kitchen, The milk was in the fridge before it was taken to the garden.,0.0,Where was the milk before the garden? 
630,office, The milk was in the kitchen before the bedroom.,0.0,Where was the milk before the bedroom? 
631,office, The milk was in the kitchen before it was moved to the bedroom.,0.0,Where was the milk before the bedroom? 
632,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
633,hallway, The apple was in the hallway.,1.0,Where was the apple before the bathroom? 
634,bathroom," Before the hallway, the apple was in Daniel's hand.",0.0,Where was the apple before the hallway? 
635,office, Mary got the milk.,0.0,Where was the milk before the bathroom? 
636,bathroom, The milk was in the office before the office.,0.0,Where was the milk before the office? 
637,kitchen," Before the garden, the football was in the hands of Sandra.",0.0,Where was the football before the garden? 
638,kitchen," Before the hallway, the milk was in the kitchen.",1.0,Where was the milk before the hallway? 
639,kitchen," Before the hallway, the milk was in the kitchen.",1.0,Where was the milk before the hallway? 
640,office, The milk was in the kitchen before it was dropped in the bathroom.,0.0,Where was the milk before the bathroom? 
641,office, The milk was in the kitchen before it was dropped in the bathroom.,0.0,Where was the milk before the bathroom? 
642,office, The milk was in the kitchen before it was dropped in the bathroom.,0.0,Where was the milk before the bathroom? 
643,bathroom," Before the kitchen, the apple was in Sandra's possession.",0.0,Where was the apple before the kitchen? 
644,bathroom," Before the kitchen, the apple was in Sandra's possession.",0.0,Where was the apple before the kitchen? 
645,bathroom, The apple was in the kitchen before it was taken by John.,0.0,Where was the apple before the kitchen? 
646,bedroom, The milk was in the fridge.,0.0,Where was the milk before the garden? 
647,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
648,office, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
649,office, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
650,office, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
651,office," Before the kitchen, the apple was in the garden.",0.0,Where was the apple before the kitchen? 
652,office," Before the kitchen, the apple was in the garden.",0.0,Where was the apple before the kitchen? 
653,garden," Before the office, the milk was at the store.",0.0,Where was the milk before the office? 
654,garden, The milk was at the store before Sandra picked it up.,0.0,Where was the milk before the office? 
655,garden, The milk was in the office before the office.,0.0,Where was the milk before the office? 
656,hallway, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
657,office, The football was in the bedroom before the hallway.,0.0,Where was the football before the hallway? 
658,office, The football was in the hallway.,0.0,Where was the football before the hallway? 
659,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the hallway? 
660,hallway, The milk was in the house.,0.0,Where was the milk before the garden? 
661,hallway, The milk was in the fridge before it was picked up by Mary.,0.0,Where was the milk before the garden? 
662,kitchen," Before the hallway, the football was in the hands of Sandra.",0.0,Where was the football before the hallway? 
663,garden, The football was in the office.,0.0,Where was the football before the office? 
664,hallway," Before John moved to the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
665,hallway," Before it was in the bathroom, the apple was somewhere else.",0.0,Where was the apple before the bathroom? 
666,bedroom," Before the bathroom, the football was with Sandra.",0.0,Where was the football before the bathroom? 
667,bedroom," Before the bathroom, the football was with Sandra.",0.0,Where was the football before the bathroom? 
668,bedroom," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
669,garden, The football was at the office.,0.0,Where was the football before the office? 
670,garden," Before the office, the football was in the hands of John.",0.0,Where was the football before the office? 
671,garden," Before the office, the football was in the hands of John.",0.0,Where was the football before the office? 
672,garden," Before the office, the football was in the hands of John.",0.0,Where was the football before the office? 
673,kitchen, The milk was in the garden before it was discarded by Daniel.,0.0,Where was the milk before the garden? 
674,kitchen, The milk was in the garden before it was discarded by Daniel.,0.0,Where was the milk before the garden? 
675,bedroom," Before the kitchen, the football was outside.",0.0,Where was the football before the kitchen? 
676,bedroom," Before the kitchen, the football was outside.",0.0,Where was the football before the kitchen? 
677,hallway," Before the bedroom, the football was in the living room.",0.0,Where was the football before the bedroom? 
678,hallway," Before the bedroom, the football was in the living room.",0.0,Where was the football before the bedroom? 
679,office, The milk was in the kitchen before it was taken to the bathroom.,0.0,Where was the milk before the bathroom? 
680,garden," Before the office, the milk was at the store.",0.0,Where was the milk before the office? 
681,garden," Before the office, the milk was at the store.",0.0,Where was the milk before the office? 
682,garden, The apple was in the living room before it was moved to the kitchen.,0.0,Where was the apple before the kitchen? 
683,kitchen," Before the garden, the apple was in John's hand.",0.0,Where was the apple before the garden? 
684,kitchen, The apple was in the garden before Mary got it.,0.0,Where was the apple before the garden? 
685,kitchen," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
686,bathroom, The football was in the hallway.,0.0,Where was the football before the hallway? 
687,garden, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
688,kitchen, The apple was on the table before it was dropped by Daniel.,0.0,Where was the apple before the bathroom? 
689,kitchen, The apple was on the table before it was dropped by Daniel.,0.0,Where was the apple before the bathroom? 
690,kitchen, The apple was on the table before it was dropped by Daniel.,0.0,Where was the apple before the bathroom? 
691,garden, The apple was in the living room.,0.0,Where was the apple before the kitchen? 
692,garden, The apple was in the living room before it was moved to the kitchen.,0.0,Where was the apple before the kitchen? 
693,bathroom, The milk was in the kitchen before the hallway.,0.0,Where was the milk before the hallway? 
694,bathroom, The milk was in the fridge before Mary took it to the hallway.,0.0,Where was the milk before the hallway? 
695,bathroom, The milk was in the fridge before Mary took it to the hallway.,0.0,Where was the milk before the hallway? 
696,bedroom, The apple was in Mary's hand before it was discarded in the kitchen.,0.0,Where was the apple before the kitchen? 
