Unnamed: 0,target,output,question
387,office,Answer: The most recent location of John is office.,Where is John? 
388,office,"Example:
Daniel went to the bathroom. ""It did me good to hear
you singing; won'",Where is Mary? 
389,kitchen,Answer: The most recent location of Sandra is office.,Where is Sandra? 
390,kitchen,,Where is Mary? 
391,hallway,"Example:
Alan went to the garden. Daniel went to the hallway. Alan went to the kitchen.",Where is Daniel? 
392,bathroom,The most recent location of Mary is bathroom.,Where is Mary? 
393,bedroom,bathroom,Where is Mary? 
394,office,"Example:
Daniel went to the bathroom. Sandra went to the office. Daniel went to the kitchen. Sandra",Where is Sandra? 
395,office,,Where is Daniel? 
396,bedroom,Answer: The most recent location of Daniel is office.,Where is Daniel? 
397,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
398,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
399,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
400,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
401,garden,,Where is John? 
402,bedroom,"Example:
Sandra went to the office. John went to the garden. John journeyed to the bedroom",Where is John? 
403,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
404,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
405,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
406,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
407,bedroom,"Example:
Daniel went to the kitchen. Sandra went to the bedroom. Daniel went back to the hallway.",Where is Sandra? 
408,garden,,Where is Mary? 
409,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
410,bedroom,"Example:
John went to the bathroom. John went to the kitchen. John went to the bathroom. John",Where is John? 
411,garden,,Where is Sandra? 
412,bathroom,,Where is Sandra? 
413,hallway,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
414,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
415,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
416,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
417,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
418,hallway,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
419,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
420,hallway,"Example:
Mary went to the kitchen. Mary went to the bathroom. Mary went to the hallway.",Where is Sandra? 
421,hallway,,Where is Sandra? 
422,bathroom,"Example:
Sandra went back to the hallway. Sandra went to the kitchen. Sandra went to the bathroom",Where is Sandra? 
423,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
424,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
425,kitchen,kitchen,Where is John? 
426,kitchen,"Answer: The most recent location of John is kitchen.


Example:
Sandra went to the bathroom",Where is John? 
427,office,Answer: The most recent location of John is kitchen.,Where is John? 
428,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
429,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
430,office,,Where is John? 
431,kitchen,"Example:
Sandra went to the kitchen. John went to the office. Sandra went to the garden.",Where is John? 
432,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
433,kitchen,Answer: The most recent location of Mary is garden.,Where is Mary? 
434,office,"Example:
Jimmieboy went to the kitchen. Jimmieboy went to the office. Jimmie",Where is Daniel? 
435,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
436,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
437,bathroom,"Example:
Alan went to the kitchen. Sandra went to the bathroom. Alan went to the office.",Where is John? 
438,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
439,garden,Answer: The most recent location of John is garden.,Where is John? 
440,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
441,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
442,bathroom,"Example:
Daniel went to the bathroom. Sandra went back to the bedroom. John went to the garden.",Where is Daniel? 
443,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
444,bedroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
445,garden,"Example:
Alan went to the kitchen. Alan went to the garden. Alan went to the bathroom.",Where is Daniel? 
446,bedroom,,Where is Sandra? 
447,hallway,"Example:
Daniel went to the kitchen. Daniel went to the bathroom. Daniel went to the office. Daniel",Where is Daniel? 
448,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
449,kitchen,"Example:
Daniel went to the kitchen. Daniel went to the office. Daniel went to the garden. Daniel",Where is Sandra? 
450,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
451,kitchen,"Example:
Jessica went back to the kitchen. Sandra went to the office. Jessica went to the bathroom",Where is John? 
452,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
453,garden,,Where is Sandra? 
454,bathroom,"Example:
Daniel went to the bathroom. Daniel went to the office. Daniel went to the kitchen. Daniel",Where is Sandra? 
455,kitchen,kitchen,Where is Sandra? 
456,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
457,hallway,,Where is John? 
458,garden,Answer: The most recent location of John is garden.,Where is John? 
459,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
460,bathroom,"Example:
Sandra went to the bathroom. Sandra went to the office. Sandra went to the bathroom.",Where is Sandra? 
461,garden,"Example:
Rouse went to the bathroom. Rouse went to the bathroom. Rouse went to the",Where is Sandra? 
462,bedroom,Answer: The most recent location of John is office.,Where is John? 
463,office,Answer: The most recent location of John is office.,Where is John? 
464,garden,"Example:
Daniel went to the office. Daniel went to the office. Daniel went to the office. Daniel",Where is John? 
465,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
466,bedroom,"Example:
Daniel went to the kitchen. Sandra went to the garden. Daniel went to the bedroom. Sandra",Where is Daniel? 
467,bedroom,"Example:
Sandra went to the bathroom. Sandra went to the kitchen. Sandra went to the bathroom.",Where is Daniel? 
468,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
469,office,Answer: The most recent location of John is office.,Where is John? 
470,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
471,office,Answer: The most recent location of Mary is office.,Where is Mary? 
472,office,Answer: The most recent location of Mary is office.,Where is Mary? 
473,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
474,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
475,garden,Answer: The most recent location of John is garden.,Where is John? 
476,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
477,kitchen,,Where is Sandra? 
478,garden,Answer: The most recent location of John is garden.,Where is John? 
479,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
480,bedroom,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
481,bedroom,,Where is Sandra? 
482,hallway,"Example:
Daniel went to the office. Daniel went to the kitchen. Daniel went to the office. Daniel",Where is Daniel? 
483,hallway,"Example:
“I am going to the city,” said Brindle, “and I want you to",Where is John? 
484,garden,Answer: The most recent location of John is garden.,Where is John? 
485,bedroom,"Example:
Daniel went to the kitchen. Daniel went to the bathroom. Daniel went to the bedroom. Daniel",Where is Daniel? 
486,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
487,hallway,,Where is Daniel? 
488,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
489,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
490,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
491,bedroom,Answer: The most recent location of John is kitchen.,Where is John? 
492,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
493,garden,Answer: The most recent location of John is garden.,Where is John? 
494,garden,"Example:
Daniel went to the kitchen. Daniel went to the bathroom. Daniel went to the bedroom. Daniel",Where is John? 
495,kitchen,"Example:
Sandra went to the kitchen. Sandra went to the bathroom. Sandra went to the office.",Where is Mary? 
496,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
497,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
498,hallway,Answer: The most recent location of John is hallway.,Where is John? 
499,hallway,Answer: The most recent location of John is hallway.,Where is John? 
500,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
501,garden,,Where is Daniel? 
502,bathroom,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
503,hallway,Answer: The most recent location of John is hallway.,Where is John? 
504,bathroom,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
505,kitchen,,Where is Mary? 
506,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
507,office,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
508,office,"Example:
Alan went to the office. Daniel went to the bathroom. Alan went to the office.",Where is Daniel? 
509,bedroom,"Example:
Mary went to the bathroom. Mary went to the kitchen. Mary went to the bathroom. Mary",Where is Daniel? 
510,bedroom,"Example:
Alan went to the kitchen. Alan went to the bathroom. Alan went to the office.",Where is John? 
511,office,Answer: The most recent location of Mary is office.,Where is Mary? 
512,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
513,bedroom,Answer: The most recent location of Mary is office.,Where is Mary? 
514,office,office,Where is Daniel? 
515,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
516,bathroom,,Where is Daniel? 
517,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
518,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
519,garden,The most recent location of Daniel is garden.,Where is Daniel? 
520,office,"Answer: The most recent location of Sandra is office.


Example:
Sandra went to the office",Where is Sandra? 
521,office,"Example:
Sandra went to the bathroom. Sandra went to the office. Sandra went to the garden.",Where is Daniel? 
522,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
523,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
524,garden,"Example:
Sandra went to the bathroom. Sandra went to the office. Sandra went to the garden.",Where is Sandra? 
525,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
526,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
527,garden,"Example:
Rouse went to the office. Sandra went to the kitchen. Rouse went to the office",Where is Daniel? 
528,garden,Answer: The most recent location of Daniel is office.,Where is Daniel? 
529,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
530,garden,,Where is John? 
531,garden,"Example:
Alan went to the kitchen. Sandra went to the office. Alan went to the garden.",Where is John? 
532,garden,Answer: The most recent location of John is garden.,Where is John? 
533,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
534,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
535,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
536,bedroom,bathroom,Where is Sandra? 
537,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
538,hallway,,Where is Sandra? 
539,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
540,garden,Answer: The most recent location of John is garden.,Where is John? 
541,office,Answer: The most recent location of Mary is office.,Where is Mary? 
542,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
543,hallway,Answer: The most recent location of John is hallway.,Where is John? 
544,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
545,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
546,kitchen,"Example:
Sandra went to the kitchen. Sandra went to the garden. Sandra went to the kitchen.",Where is Mary? 
547,kitchen,"Example:
Sandra went to the kitchen. Sandra went to the garden. Sandra went to the office.",Where is Mary? 
548,hallway,"Example:
“I’m going to have a look at the _Louise_,” said",Where is John? 
549,bedroom,"Example:
Daniel went to the bedroom. Sandra went to the kitchen. Sandra went back to the kitchen.",Where is Daniel? 
550,bedroom,"Example:
Alan went to the kitchen. John went to the kitchen. Alan went to the office.",Where is John? 
551,bathroom,"Example:
Sandra went back to the hallway. Here landed supplies
that kept an army numbering,",Where is John? 
552,office,Answer: The most recent location of John is office.,Where is John? 
553,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
554,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
555,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
556,kitchen,,Where is Mary? 
557,bedroom,"Example:
Daniel went to the office. Daniel went to the bathroom. Daniel went to the kitchen. Daniel",Where is Daniel? 
558,bedroom,Answer: The most recent location of Daniel is office.,Where is Daniel? 
559,bedroom,"Answer: The most recent location of Mary is bedroom.


Example:
Daniel went to the office.",Where is Mary? 
560,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
561,bedroom,"Example:
Daniel went to the kitchen. Daniel went to the garden. Daniel went to the bathroom. Daniel",Where is Sandra? 
562,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
563,kitchen,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
564,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
565,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
566,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
567,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
568,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
569,bedroom,"Example:
Daniel went back to the garden. Sandra travelled to the kitchen. Daniel went back to the garden",Where is Sandra? 
570,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
571,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
572,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
573,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
574,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
575,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
576,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
577,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
578,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
579,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
580,hallway,Answer: The most recent location of John is hallway.,Where is John? 
581,hallway,Answer: The most recent location of John is hallway.,Where is John? 
582,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
583,kitchen,"Example:
Alan went to the garden. Charlie went to the kitchen. Alan went to the bedroom.",Where is Daniel? 
584,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
585,bedroom,"Example:
Daniel went to the bedroom. Sandra travelled to the bedroom. Where is Sandra?
Answer:",Where is Sandra? 
586,garden,,Where is Sandra? 
587,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
588,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
589,bedroom,"Example:
Alan went to the bathroom. Daniel went to the bedroom. Alan went to the office.",Where is Mary? 
590,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
591,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
592,office,Answer: The most recent location of John is office.,Where is John? 
593,garden,Answer: The most recent location of John is garden.,Where is John? 
594,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
595,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
596,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
597,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
598,garden,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
599,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
600,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
601,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
602,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
603,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
604,office,Answer: The most recent location of John is office.,Where is John? 
605,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
606,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
607,hallway,Answer: The most recent location of John is hallway.,Where is John? 
608,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
609,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
610,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
611,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
612,bathroom,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
613,garden,Answer: The most recent location of John is garden.,Where is John? 
614,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
615,office,,Where is Daniel? 
616,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
617,hallway,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
618,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
619,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
620,garden,"Example:
Mary went to the bathroom. John went back to the garden. Mary went to the bathroom.",Where is John? 
621,office,Answer: The most recent location of Mary is office.,Where is Mary? 
622,office,Answer: The most recent location of Mary is office.,Where is Mary? 
623,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
624,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
625,bedroom,,Where is Daniel? 
626,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
627,bathroom,"Example:
Daniel went to the bathroom. John went back to the bedroom. Daniel travelled to the bathroom.",Where is John? 
628,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
629,bedroom,Answer: The most recent location of John is hallway.,Where is John? 
630,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
631,bedroom,"Example:
Alan went to the garden. John went to the bathroom. Alan went to the kitchen.",Where is Mary? 
632,bedroom,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
633,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
634,garden,,Where is John? 
635,garden,Answer: The most recent location of John is garden.,Where is John? 
636,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
637,kitchen,"Example:
Mary went to the kitchen. John went to the office. Mary went to the bedroom.",Where is John? 
638,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
639,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
640,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
641,garden,,Where is Daniel? 
642,bedroom,,Where is Daniel? 
643,office,"Example:
Daniel went to the garden. I think that some
     such proclamation should be issued.",Where is John? 
644,garden,"Example:
Daniel went to the garden. Sandra went to the garden. Daniel went to the bedroom. Sandra",Where is Sandra? 
645,garden,"Example:
Judith went to the kitchen. Mary went to the kitchen. Mary went to the garden",Where is Mary? 
646,hallway,,Where is Sandra? 
647,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
648,kitchen,"Example:
Sandra went to the office. Sandra went to the kitchen. Sandra travelled to the bathroom.",Where is Sandra? 
649,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
650,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
651,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
652,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
653,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
654,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
655,bathroom,"Example:
Mary went to the bathroom. Mary went to the bathroom. Mary went to the bathroom. Mary",Where is Mary? 
656,kitchen,,Where is John? 
657,kitchen,Answer: The most recent location of John is office.,Where is John? 
658,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
659,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
660,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
661,kitchen,"Example:
Sandra journeyed to the kitchen.
Answer: The most recent location of Sandra is kitchen",Where is Sandra? 
662,garden,Answer: The most recent location of John is garden.,Where is John? 
663,bedroom,Answer: The most recent location of Mary is hallway.,Where is Mary? 
664,bedroom,Answer: The most recent location of Mary is hallway.,Where is Mary? 
665,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
666,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
667,office,Answer: The most recent location of John is office.,Where is John? 
668,office,,Where is John? 
669,office,,Where is John? 
670,bedroom,"Example:
Daniel went back to the office. CCCXXIV./--_Of a Town seen",Where is John? 
671,bedroom,Answer: The most recent location of John is kitchen.,Where is John? 
672,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
673,bathroom,,Where is Daniel? 
674,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
675,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
676,office,Answer: The most recent location of Mary is office.,Where is Mary? 
677,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
678,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
679,hallway,"Example:
Daniel went to the bathroom. The
following is a list of the principal works of the",Where is Sandra? 
680,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
681,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
682,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
683,office,Answer: The most recent location of Mary is office.,Where is Mary? 
684,bathroom,"Example:
Daniel went to the bathroom. Daniel went to the garden. Daniel went to the bathroom. Daniel",Where is Daniel? 
685,garden,,Where is John? 
686,bathroom,,Where is Mary? 
687,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
688,bathroom,,Where is John? 
689,hallway,Answer: The most recent location of John is hallway.,Where is John? 
690,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
691,bathroom,,Where is Sandra? 
692,bathroom,,Where is Sandra? 
693,office,"Example:
Sandra went to the bathroom. Sandra travelled to the hallway. Sandra went back to the office",Where is Sandra? 
694,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
695,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
696,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
697,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
698,kitchen,"Example:
Daniel went to the bathroom. Sandra went to the kitchen. Daniel went to the bedroom. Sandra",Where is Sandra? 
699,bedroom,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
700,hallway,"Example:
Daniel went to the kitchen. Daniel went to the bathroom. Daniel went to the kitchen. Daniel",Where is Mary? 
701,hallway,,Where is Mary? 
702,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
703,bathroom,"Example:
Mary went to the bathroom.",Where is John? 
704,office,,Where is John? 
705,hallway,,Where is Mary? 
706,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
707,bathroom,"Example:
Daniel went to the office. Sandra went back to the office. Daniel travelled to the garden.",Where is Daniel? 
708,office,"Example:
Daniel went to the bathroom. Daniel went to the office. Daniel travelled to the garden. Daniel",Where is Sandra? 
709,hallway,Answer: The most recent location of Mary is garden.,Where is Mary? 
710,garden,"Example:
Alan went to the bathroom. Alan went to the garden. ""I'll go",Where is John? 
711,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
712,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
713,kitchen,,Where is Sandra? 
714,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
715,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
716,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
717,office,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
718,hallway,"Example:
Daniel went to the office. Daniel went to the bedroom. Daniel travelled to the kitchen. Daniel",Where is Mary? 
719,office,"Example:
Daniel went to the kitchen. Sandra went to the office. Daniel went to the bedroom. Sandra",Where is Sandra? 
720,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
721,hallway,,Where is Sandra? 
722,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
723,office,,Where is Sandra? 
724,office,"Example:
Sandra went to the bathroom. Daniel went to the office. Sandra went back to the kitchen",Where is Sandra? 
725,garden,,Where is Sandra? 
726,office,Answer: The most recent location of John is office.,Where is John? 
727,bathroom,"Example:
Sandra went to the office. Mary went to the bathroom. Sandra went to the kitchen.",Where is Mary? 
728,garden,"Example:
Daniel went to the office. Daniel went to the bathroom. Daniel went to the kitchen. Daniel",Where is Mary? 
729,bathroom,,Where is Daniel? 
730,bedroom,"Answer: The most recent location of John is bedroom.


Example:
Sandra journeyed to the",Where is John? 
731,bedroom,,Where is John? 
732,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
733,office,Answer: The most recent location of Mary is office.,Where is Mary? 
734,bedroom,,Where is Daniel? 
735,hallway,Answer: The most recent location of John is hallway.,Where is John? 
736,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
737,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
738,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
739,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
740,garden,Answer: The most recent location of John is garden.,Where is John? 
741,garden,,Where is John? 
742,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
743,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
744,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
745,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
746,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
747,hallway,Answer: The most recent location of John is hallway.,Where is John? 
748,office,Answer: The most recent location of John is office.,Where is John? 
749,kitchen,office,Where is John? 
750,office,"Example:
Sandra went to the office. Sandra went to the bedroom. Sandra travelled to the office.",Where is Sandra? 
751,office,/Chap. CCCXL./--_Of the Difference between the Painting of,Where is Sandra? 
752,hallway,"Example:
Daniel went to the office. Daniel went to the garden. Daniel went to the office. Daniel",Where is Daniel? 
753,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
754,hallway,,Where is Daniel? 
755,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
756,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
757,office,"Example:
Daniel went to the bathroom. Sandra went to the office. Daniel went to the garden. Sandra",Where is John? 
758,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
759,bathroom,"Example:
Daniel went to the bathroom. Daniel went to the office. Daniel went to the bathroom. Daniel",Where is Mary? 
760,office,,Where is Sandra? 
761,bedroom,"Example:
Sandra went back to the office. At home, and Robert Barnwell with us, and",Where is Sandra? 
762,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
763,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
764,hallway,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
765,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
766,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
767,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
768,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
769,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
770,bathroom,bathroom.,Where is Daniel? 
771,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
772,office,Answer: The most recent location of John is office.,Where is John? 
773,office,Answer: The most recent location of John is office.,Where is John? 
774,kitchen,,Where is Mary? 
775,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
776,bathroom,Answer: The most recent location of John is kitchen.,Where is John? 
777,bathroom,,Where is John? 
778,bathroom,"Example:
Alan went to the garden. Daniel went to the kitchen. Alan went to the bathroom.",Where is John? 
779,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
780,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
781,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
782,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
