Unnamed: 0,target,output,question
262,Mary,"Answer: Jeff gave the apple.

Question: Who received the apple?

Answer: Mary received the",Who gave the apple? 
263,apple,"Answer: Mary gave the apple to Bill.


    C

    Cattle, 10",What did Mary give to Bill? 
264,apple,"Answer: Mary gave the apple to Bill.

Question: What did Bill give to Mary?
Answer: Bill",What did Mary give to Bill? 
265,football,"Answer: Fred gave the football to Bill.

Question: What did the priest say about the image Fred saw",What did Fred give to Bill? 
266,Fred,"Answer: Fred

Question: Who got the football?
Answer: Bill

Question: Who put down the",Who gave the football? 
267,Fred,"Answer: St. Fred gave the football to Bill.

Question: Who took care of the narrator and",Who gave the football to Bill? 
268,Mary,"A: Mary
B: Fred
C: Jeff
D: Bill
Please eliminate two incorrect options first, then",Who did Bill give the football to? 
269,Mary,"Answer: Bill gave the football.

Question: Who gave the apple?
Answer: Fred gave the apple.",Who gave the football? 
270,Mary,Answer: Jeff received the apple.,Who received the apple? 
271,Mary,"Answer: Jeff gave the apple.

Question: Who received the apple?

Answer: Mary received the",Who gave the apple? 
272,apple,"Helpful Answer: Mary gave an apple to Jeff.

Question: What did Mary do after giving the apple to",What did Mary give to Jeff? 
273,Bill,"Mary gave the apple to Jeff.

Question: Who went to the garden?
Bill went to the",Who gave the apple to Jeff? 
274,apple,Answer: Jeff gave the apple to Fred.,What did Jeff give to Fred? 
275,Mary,"Answer: Mary received the football.

Question: Who discarded the milk?

Answer: Bill disc",Who received the football? 
276,Mary,"Answer: Jeff received the football.

Question: Who gave the football to Jeff?

Answer: Mary",Who received the football? 
277,football,"Answer: Mary gave the football to Jeff.

Question: Where did Mary go after she went to the garden?",What did Mary give to Jeff? 
278,Mary,"Answer: Jeff gave the football to Mary.

Question: Who did Mary pass the football to?
Answer:",Who did Jeff give the football to? 
279,Mary,"Answer: Mary received the football.

Question: Who gave the football to Mary?

Answer: Fred",Who received the football? 
280,Fred,"Answer: Fred gave the apple.

Question: Who took the milk?

Answer: Mary took the",Who gave the apple? 
281,apple,"Answer: Mary gave the apple to Fred.

Question: What did Fred give to Mary?

Answer",What did Mary give to Fred? 
282,Fred,"Answer: Fred gave the apple to Mary.

Question: Who moved to the garden?
Answer: Fred moved",Who gave the apple to Mary? 
283,Fred,"Answer: Mary received the apple.

Question: Who discarded the milk?

Answer: Bill disc",Who received the apple? 
284,apple,"Answer: Fred gave the apple to Mary.

Question: What did Mary give to Fred?

Answer",What did Fred give to Mary? 
285,Fred,"Answer: Fred gave the apple.

Question: Who took the football?
Answer: Bill took the football.",Who gave the apple? 
286,Fred,"Answer: Fred gave the apple to Bill.

Question: Who took the football?
Answer: Fred took the",Who gave the apple to Bill? 
287,Fred,"Choices: (A) Fred (B) Jeff (C) Mary (D) Bill

Answer: (",Who gave the apple to Bill? 
288,apple,"Answer: Fred gave an apple to Bill.

Question: What did the Priest say about the Jungle people",What did Fred give to Bill? 
289,Bill,"Answer: Bill gave the apple to Mary.


------------------------------------------------------------------------",Who gave the apple to Mary? 
290,Mary,"Answer: Mary gave the milk to Bill.

Question: Who wrote the composition on slavery?
Answer:",Who gave the milk to Bill? 
291,Bill,"Answer: Mary gave the milk.


Context: ------------------------------------------------------------------------",Who gave the milk? 
292,Mary,"Answer: Mary gave the milk to Bill.

Question: Who took the apple there?

Answer:",Who gave the milk to Bill? 
293,Bill,Answer: Mary gave the milk to Bill.,Who did Mary give the milk to? 
294,apple,"Answer: Jeff gave an apple to Fred.

Question: What did Fred pick up after Jeff gave him the apple",What did Jeff give to Fred? 
295,milk,"Answer: Mary gave the milk to Jeff.

Question: What did Conachar do after the fight?",What did Mary give to Jeff? 
296,Mary,Context: Jeff dropped the milk. Mary got the milk there. Jeff took the milk there. Mary passed the milk to,Who gave the milk? 
297,milk,"Answer: Mary gave the milk to Jeff.

Question: What did Jeff do with the milk?",What did Mary give to Jeff? 
298,milk,"Answer: Mary gave Jeff the milk.

Question: What did Jeff do with the milk?

Answer",What did Mary give to Jeff? 
299,Bill,Answer: Mary gave the milk to Jeff.,Who gave the milk to Jeff? 
300,football,"Answer: Mary gave the football to Fred.

Question: What did Fred do after receiving the football from Mary",What did Mary give to Fred? 
301,Fred,"Answer: Mary gave the football to Fred.

Question: Who did Jeff discard the milk?",Who did Mary give the football to? 
302,Mary,"Answer: Mary gave the football to Fred.

Question: Who went to the bathroom?
Answer: Bill",Who gave the football to Fred? 
303,Mary,"Answer: Fred gave the apple to Mary.


------------------------------------------------------------------------",Who did Fred give the apple to? 
304,Fred,"Answer: Fred gave the apple to Mary.

Question: Who discarded the milk?
Answer: Mary disc",Who gave the apple to Mary? 
305,Jeff,"Answer: Jeff gave the apple to Mary.

Question: What did Angeline do in the winter of 1",Who gave the apple to Mary? 
306,Mary,Answer: Jeff gave the apple to Mary.,Who did Jeff give the apple to? 
307,milk,"Answer: Mary gave the milk to Fred.

Question: What did Fred give to Mary?

Answer",What did Mary give to Fred? 
308,Fred,Answer: Mary gave the milk to Fred.,Who did Mary give the milk to? 
309,Fred,"Context: Fred moved to the hallway. He
invited the author to accompany the expedition, which was to",Who received the milk? 
310,Mary,"Answer: Mary gave the football to Bill.

Question: Who was the man that rose from where he had been",Who gave the football to Bill? 
311,Bill,"Context: ""You know my handle, an' you seem ter know whatever way I'm trailin'. This y",Who gave the football? 
312,football,Answer: Bill gave the apple to Mary.,What did Bill give to Mary? 
313,apple,"Answer: Bill gave the apple to Mary.

Question: What did Mary give to Bill?
Answer: Mary",What did Bill give to Mary? 
314,Bill,"A: Bill
B: Fred
C: Jeff
D: Mary
E: None of the above",Who did Jeff give the football to? 
315,milk,"Answer: Jeff gave the milk to Bill.

Question: What did the girls of the Society send to the narr",What did Jeff give to Bill? 
316,Bill,"Answer: Bill received the milk.

Question: Who dropped the apple?

Answer: Fred dropped the",Who received the milk? 
317,milk,"Answer: Jeff gave the milk to Bill.

Question: What did the sailor of H.M.",What did Jeff give to Bill? 
318,apple,"Answer: Fred gave an apple to Mary.

Question: What did Jeff take from the hallway?
Answer",What did Fred give to Mary? 
319,Fred,"Answer: Mary gave the apple to Fred.

Question: Who was the doctor in Drumtochty",Who did Mary give the apple to? 
320,Mary,"Answer: Mary gave the apple.

Question: Who is the new owner?
Answer: Croyden is",Who gave the apple? 
321,apple,"Answer: Mary gave the football to Bill.

Question: What did Jeff give to the <DW64",What did Mary give to Bill? 
322,Mary,Answer: Jeff gave the football to Mary.,Who did Jeff give the football to? 
323,Mary,"Answer: Jeff received the football.

Question: Who received the apple?
Answer: Bill received the apple.",Who received the football? 
324,Mary,"Answer: Mary received the football.

Question: Who was the last person to receive the football?
Answer:",Who received the football? 
325,Bill,"Answer: Bill gave the football to Mary.

Question: Who was the Superior?
Answer: The Super",Who gave the football to Mary? 
326,Bill,"Context: Bill took the football there. He immediately led me out of his room, it being on the second floor,",Who gave the football? 
327,Jeff,"Answer: Jeff received the apple.

Question: Who gave the apple to Jeff?
Answer: Bill gave the",Who received the apple? 
328,apple,"Answer: Bill gave the apple to Jeff.

Question: What did Jeff pass to Bill?

Answer",What did Bill give to Jeff? 
329,apple,"Answer: Bill gave the apple to Jeff.

Question: What did Mary take from the bedroom?
Answer",What did Bill give to Jeff? 
330,apple,"Answer: Fred gave the apple to Mary.

Question: What did the Lord Protector say when asked to",What did Fred give to Mary? 
331,apple,"Answer: Fred gave an apple to Mary.

Question: What did Lady Wallinger say about Mr. Conings",What did Fred give to Mary? 
332,Fred,Answer: Fred gave the apple.,Who gave the apple? 
333,Bill,"Answer: Mary received the apple.


II

A GENERAL PRACTITIONER",Who received the apple? 
334,apple,"Answer: Mary gave an apple to Bill.

Question: What did Fred do with the apple?",What did Mary give to Bill? 
335,Mary,"Answer: Mary gave the apple.

Question: Who took the apple?

Answer: Fred took the",Who gave the apple? 
336,apple,"Answer: Mary gave Fred an apple.


[1] ""The Laying on of Hands",What did Mary give to Fred? 
337,apple,"Answer: Fred gave the apple to Mary.

Question: Where did Mary go after passing the apple to Fred?",What did Fred give to Mary? 
338,apple,"Answer: Fred gave an apple to Mary.

Question: What did Mary give to Fred?

Answer",What did Fred give to Mary? 
339,Mary,"Helpful Answer: Fred gave the apple to Mary.
Question: Who was the valet de chambre of the",Who did Fred give the apple to? 
340,apple,"Answer: Fred gave the apple to Bill.

Question: What did the baby say its name was?
Answer",What did Fred give to Bill? 
341,Bill,"Answer: Bill gave the apple to Fred.

Question: Who gave the apple to Bill?
Answer: Fred",Who gave the apple to Fred? 
342,Bill,"Answer: Fred received the apple.

Question: Who was the first to enter the smoke house?",Who received the apple? 
343,apple,"Answer: Fred gave the apple to Bill.

Question: What did Mary do after Jerry started his story?",What did Fred give to Bill? 
344,apple,"Answer: Fred gave the apple to Bill.

Question: What did Mary get from the kitchen?
Answer:",What did Fred give to Bill? 
345,milk,"Answer: Mary gave the milk to Jeff.

Question: What did Bill shout?

Answer: Bill",What did Mary give to Jeff? 
346,Mary,"Helpful Answer: Mary gave the milk to Jeff.

Question: Who was the only man in whom a fo",Who gave the milk to Jeff? 
347,Jeff,"Answer: Jeff gave the milk.

Question: Who received the milk?

Answer: Fred received the",Who gave the milk? 
348,Fred,"Answer: Fred received the milk.

Question: Who was the first to increase the army furnished by the nobles",Who received the milk? 
349,Jeff,"Answer: Jeff gave the milk to Fred.

Question: Who was the first to move to the bathroom?",Who gave the milk to Fred? 
350,Jeff,"Answer: Jeff gave the milk.

Question: Who went to the hallway?
Answer: Jeff went to",Who gave the milk? 
351,Mary,"Answer: Mary gave the milk to Bill.

Question: Who is the chief?

Answer: The",Who gave the milk to Bill? 
352,milk,"Answer: Bill gave the milk to Jeff.

Question: What did Mary give to Bill?

Answer",What did Bill give to Jeff? 
353,Bill,"Answer: Jeff received the milk.

Question: Who passed the milk to Jeff?
Answer: Bill passed the",Who received the milk? 
354,milk,"Answer: Jeff gave the milk to Bill.

Question: What did Mary hand to Bill?
Answer: Mary",What did Jeff give to Bill? 
355,Bill,"Answer: Fred

Question: Who passed the milk?
Answer: Bill

Question: Who blames no",Who gave the milk? 
356,Bill,"Answer: Bill gave the milk to Fred.

Question: Who went to the bathroom?

Answer",Who gave the milk to Fred? 
357,Bill,"Answer: Bill gave the milk to Fred.

Question: Who went to the kitchen?

Answer:",Who gave the milk to Fred? 
358,apple,"Answer: Jeff gave the apple to Fred.

Question: What did Bill do to Ginger and Peter?",What did Jeff give to Fred? 
359,Fred,"Answer: Jeff gave the apple to Fred.

Question: Who was the ""Uncle Louis grape""",Who did Jeff give the apple to? 
360,Mary,"Answer: Mary received the apple.

Question: Who was the last to join the reunion in 18",Who received the apple? 
361,Bill,"Answer: Mary gave the apple to Bill.






                              CHAPTER XVII. ––",Who did Mary give the apple to? 
362,apple,"Answer: Mary gave the apple to Bill.




THE BROWNIES' TALLY",What did Mary give to Bill? 
363,Mary,"Answer: Bill gave the apple to Mary.

Question: Who was the one to put such pleasures in",Who did Bill give the apple to? 
364,Bill,"Answer: Mary received the apple.

Question: Who went to the bedroom?

Answer: Jeff",Who received the apple? 
365,Jeff,"Answer: Jeff received the apple.

Question: Who is the African?
Answer: Regulus is the African",Who received the apple? 
366,Jeff,"Answer: Fred gave the apple.

Question: Who discarded the football?
Answer: Jeff discarded the",Who gave the apple? 
367,Bill,"Answer: Bill received the football.

Question: Who discarded the apple?

Answer: Fred disc",Who received the football? 
368,Bill,"Answer: Mary received the football.

Question: Who went to the office?

Answer: Bill went",Who received the football? 
369,Bill,Answer: Mary gave the football to Bill.,Who did Mary give the football to? 
370,Fred,Answer: Mary gave the football to Fred.,Who did Mary give the football to? 
371,Mary,"Answer: Mary handed the football to Fred.

Question: Where did Bill move to after the bedroom?",Who gave the football to Fred? 
372,Fred,"Answer: Fred gave the football to Mary.

Question: Who went to the bedroom?
Answer: Bill",Who gave the football to Mary? 
373,Jeff,"Answer: Mary gave the football to Jeff.

Question: Who did Fred give the football to?",Who did Mary give the football to? 
374,football,"Answer: Mary gave the football to Jeff.

Question: What did Fred do after he picked up the apple?",What did Mary give to Jeff? 
375,Fred,Context: Bill grabbed the apple there. Bill dropped the apple. Bill got the apple there. Bill passed the,Who received the apple? 
376,Fred,Context: Bill grabbed the apple there. Bill dropped the apple. Bill went to the office. We afterwards saw,Who gave the apple? 
377,Bill,"Answer: Bill gave the apple.

Question: Who received the apple?

Answer: Fred received the",Who gave the apple? 
378,apple,"Answer: Fred gave the apple to Bill.

Question: What did Bill do with the apple?
Answer:",What did Fred give to Bill? 
379,Fred,"Answer: Bill gave the apple to Fred.


    MANLIUS, ATTILIA.",Who did Bill give the apple to? 
380,milk,"Answer: Mary gave the milk to Bill.


THE MODE OF USING ROCKETS IN",What did Mary give to Bill? 
381,Bill,"Answer: Mary gave the milk.




THE MODE OF USING ROCKETS IN",Who gave the milk? 
382,milk,"Answer: Mary gave the milk to Fred.

Question: What did Bill give to Mary?
Answer: Bill",What did Mary give to Fred? 
383,milk,"Answer: Fred gave the milk to Mary.

Question: Where did Mary go after receiving the milk from Fred",What did Fred give to Mary? 
384,milk,"Answer: Fred gave the milk to Mary.

Question: What did Mary do with the milk?",What did Fred give to Mary? 
385,football,"Answer: Bill gave the football to Mary.

Question: What did Philpot do after he got the c",What did Bill give to Mary? 
386,Mary,Answer: Bill gave the football to Mary.,Who did Bill give the football to? 
387,football,"Answer: Fred gave the football to Mary.

Question: What did the old woman say about her sons?",What did Fred give to Mary? 
388,Fred,"Answer: Mary gave the football to Fred.

Question: Who did Jeff journey to the garden?
Answer:",Who did Mary give the football to? 
389,Mary,"Mary gave the football.

Question: Who got the football?
Fred got the football.",Who gave the football? 
390,Fred,"Answer: Jeff gave the apple.

Question: Who received the apple?

Answer: Jeff received the",Who gave the apple? 
391,apple,"Answer: Fred gave an apple to Jeff.

Question: What did Jeff give to Fred?

Answer",What did Fred give to Jeff? 
392,Fred,"Answer: Jeff received the apple.

Question: Who is staying in the nursery?",Who received the apple? 
393,Fred,"Answer: Jeff received the apple.

Question: Who is the largest creditor?

Answer: The",Who received the apple? 
394,Jeff,"Options:
(A) Jeff
(B) Macloud
(C) Croyden
(D",Who gave the apple to Fred? 
395,Mary,"Answer: Mary gave the apple.

Question: Who is the absolute dictator in his own State?
Answer",Who gave the apple? 
396,Bill,Answer: Mary gave the apple to Bill.,Who did Mary give the apple to? 
397,Fred,"Answer: Mary gave the apple to Bill.

Question: Who is the trooper?

Answer:",Who gave the apple to Bill? 
398,Fred,Answer: Bill gave the apple to Fred.,Who did Bill give the apple to? 
399,Fred,Answer: Bill received the apple.,Who received the apple? 
400,Mary,"Answer: Mary gave the football to Fred.

Question: Who is the pretty lady with Mrs. Cliff",Who gave the football to Fred? 
401,Fred,"Answer: Mary gave the football to Fred.

Question: What is the creed of the educated man regarding new",Who did Mary give the football to? 
402,Fred,"Answer: Mary gave the football to Fred.

Question: What did Fred do after he went to the bathroom",Who did Mary give the football to? 
403,Fred,"Answer: Fred gave the apple to Jeff.

Question: Who travelled to the bedroom?
Answer:",Who gave the apple to Jeff? 
404,apple,"Answer: Fred gave the apple to Jeff.

Question: What did Jeff give to Fred?
Answer: Jeff",What did Fred give to Jeff? 
405,apple,"Answer: Fred gave the apple to Bill.

Question: Where did Fred go after giving the apple to Bill?",What did Fred give to Bill? 
406,Fred,"Answer: Fred gave the apple.

Question: Who went to the bathroom?
Answer: Fred went to",Who gave the apple? 
407,Fred,"Answer: Fred received the apple.




                              CHAPTER XII. ––––––",Who received the apple? 
408,Fred,"Answer: Fred gave the apple to Jeff.

Question: Who gave the apple to Fred?
Answer: Bill",Who gave the apple to Jeff? 
409,apple,"Answer: Fred gave the apple to Jeff.

Question: What did Bill give to Fred?

Answer",What did Fred give to Jeff? 
410,milk,"Answer: Bill gave the milk to Jeff.

Question: What did Jeff do after receiving the milk from Bill",What did Bill give to Jeff? 
411,Jeff,"Answer: Jeff gave the milk to Bill.

Question: Who is the dark-complexioned gentleman?",Who gave the milk to Bill? 
412,milk,Answer: Jeff gave the milk to Bill.,What did Jeff give to Bill? 
413,milk,Answer: Jeff gave the milk to Bill.,What did Jeff give to Bill? 
414,Jeff,"Answer: Jeff gave the milk to Mary.

Question: Who grabbed the milk there?
Answer:",Who gave the milk to Mary? 
415,milk,"Answer: Fred gave the milk to Jeff.

Question: What did Jeff give to Fred?
Answer: Jeff",What did Fred give to Jeff? 
416,milk,"Answer: Jeff gave the milk to Fred.

Question: What did Fred give to Jeff?

Answer",What did Jeff give to Fred? 
417,Fred,Answer: Fred received the milk.,Who received the milk? 
418,Jeff,"Answer: Fred gave the milk to Jeff.

Question: Who did Jeff give the milk to?",Who did Fred give the milk to? 
419,Jeff,"Answer: Jeff gave the milk to Fred.





                              CHAPTER VI. Jeff picked up",Who gave the milk to Fred? 
420,Fred,"Answer: Fred gave the football.

Question: Who went to the hallway?

Answer: Mary",Who gave the football? 
421,Fred,"Answer: Fred received the football.

Question: Who went to the hallway?
Answer: Mary, Fred",Who received the football? 
422,football,"Answer: Mary gave the football to Fred.

Question: What did Jeff do after the storm abated a",What did Mary give to Fred? 
423,football,"Answer: Mary gave the football to Fred.

Question: What did Jeff do after the horse incident?",What did Mary give to Fred? 
424,Fred,"Answer: Fred gave the football to Mary.

Question: Who travelled to the hallway after Fred?",Who gave the football to Mary? 
425,apple,"Answer: Fred gave an apple to Bill.

Question: What did Jeff do after he went to the bed",What did Fred give to Bill? 
426,Fred,"Answer: Fred received the apple.

Question: Who went to the hallway?

Answer: Fred",Who received the apple? 
427,apple,"Answer: Fred gave the apple to Mary.

Question: What did Bill give to Fred?
Answer: Bill",What did Fred give to Mary? 
428,Fred,Answer: Fred received the apple.,Who received the apple? 
429,Mary,"Answer: Fred gave the apple.

Question: Who went to the bedroom?

Answer: Jeff",Who gave the apple? 
430,Jeff,"Answer: Fred gave the apple to Jeff.

Question: Who did Alfred think the specks on the baby'",Who did Fred give the apple to? 
431,apple,"Answer: Fred gave the apple to Jeff.

Question: What did Jeff give to Fred?

Answer",What did Fred give to Jeff? 
432,Fred,"Answer: Fred gave the apple to Jeff.

Question: Who gave the apple to Fred?
Answer: Jeff",Who gave the apple to Jeff? 
433,Jeff,"Answer: Jeff received the apple.

Question: Who gave the apple to Fred?
Answer: Fred gave the",Who received the apple? 
434,Mary,"Answer: Mary received the football.




THE PROFESSIONS. If what are called the",Who received the football? 
435,apple,"Answer: Bill gave an apple to Mary.

Question: What did Bill and Mary do in the hallway?",What did Bill give to Mary? 
436,Mary,Answer: Bill gave the apple to Mary.,Who did Bill give the apple to? 
437,Fred,"Answer: Bill gave the apple.

Question: Who gave the milk?

Answer: Mary grabb",Who gave the apple? 
438,Fred,"Answer: Fred received the apple.

Question: Who was the last one to visit Captain Flint?
Answer",Who received the apple? 
439,Mary,"Answer: Mary gave the apple to Fred.

Question: Who went to the bathroom?

Answer",Who gave the apple to Fred? 
440,apple,"Answer: Mary gave an apple to Bill.

Question: What did Bill do with the apple?
Answer:",What did Mary give to Bill? 
441,Mary,Answer: Bill gave the apple to Mary.,Who did Bill give the apple to? 
442,apple,"Answer: Bill gave the apple to Mary.

Question: Where did Fred go after the office?",What did Bill give to Mary? 
443,Mary,"Context: Jeff went to the bathroom. ""He felt that it did him good to sit there; and afterwards he",Who gave the apple? 
444,Mary,Answer: Mary,Who gave the apple? 
445,apple,"Answer: Mary gave the apple to Fred.

Question: What did the two girls do when they met in the",What did Mary give to Fred? 
446,Fred,"Answer: Mary gave the apple to Fred.

Question: What did Bill take there?

Answer:",Who did Mary give the apple to? 
447,milk,"Answer: Mary passed the milk to Bill.

Question: What did Bill give to Mary?
Answer: Bill",What did Mary give to Bill? 
448,Bill,Answer: Bill received the milk.,Who received the milk? 
449,milk,"Answer: Bill gave the milk to Mary.

Question: What did Mary pass to Bill?

Answer",What did Bill give to Mary? 
450,Mary,"Answer: Mary
Question: Who went to the garden?
Answer: Mary
Question: Who discarded the apple",Who gave the apple to Bill? 
451,apple,Answer: Mary gave the apple to Bill.,What did Mary give to Bill? 
452,Bill,"Answer: Mary gave the apple to Fred.


Question: Who went back to the bedroom?",Who gave the apple to Fred? 
453,Fred,"Answer: Fred gave the apple to Bill.

Question: Who is the author of ""The Boy Expl",Who gave the apple to Bill? 
454,Bill,"Answer: Bill received the apple.

Question: Who went to the garden?

Answer: Mary went",Who received the apple? 
455,Fred,"Answer: Mary gave the milk to Fred.

Question: Who was the captain that Major Hockoday",Who did Mary give the milk to? 
456,Mary,"Answer: Mary gave the milk.

Question: Who received the letter from Major Hockoday?
Answer",Who gave the milk? 
457,Fred,"Answer: Mary gave the milk to Fred.


_DRAMATIS PERSONAE._",Who did Mary give the milk to? 
458,Mary,"Answer: Fred

Question: Who is deaf?
Answer: Coddle

Question: Who is",Who gave the milk? 
459,milk,"Answer: Fred gave the milk to Jeff.

Question: What did Jeff do with the milk?
Answer:",What did Fred give to Jeff? 
460,Mary,"Answer: Mary gave the milk.

Question: Who went to the bathroom?
Answer: Jeff went to",Who gave the milk? 
461,milk,"Answer: Mary gave the milk to Bill.

Question: What did Fred pick up?

Answer:",What did Mary give to Bill? 
462,Bill,Answer: Jeff gave the football to Bill.,Who did Jeff give the football to? 
463,football,"Answer: Jeff gave the football to Bill.

Question: What did Bill give to Jeff?

Answer",What did Jeff give to Bill? 
464,football,"Answer: Jeff gave the football to Bill.

Question: What did Bill give to Jeff?
Answer: Bill",What did Jeff give to Bill? 
465,Bill,Answer: Fred gave the apple to Bill.,Who did Fred give the apple to? 
466,Bill,Answer: Bill gave the apple to Fred.,Who gave the apple to Fred? 
467,apple,"Answer: Bill gave the apple to Fred.

Question: What did Fred do with the apple?",What did Bill give to Fred? 
468,Bill,"Answer: Bill gave the apple to Fred.

Question: Who moved to the bathroom?

Answer",Who gave the apple to Fred? 
469,Jeff,"Answer: Jeff gave the apple to Fred.

Question: Who travelled to the hallway?
Answer:",Who gave the apple to Fred? 
470,Fred,"Answer: Mary gave the apple.

Question: Who received the apple?

Answer: Fred received the",Who gave the apple? 
471,apple,"Answer: Fred gave the apple to Mary.

Question: What did Mary give to Fred?
Answer: Mary",What did Fred give to Mary? 
472,Mary,"A: Fred
B: Mary
C: Jeff
D: Bill
Answer: A: Fred

Question",Who received the apple? 
473,Mary,"Answer: Mary gave the apple.

Question: Who received the apple?

Answer: Fred received the",Who gave the apple? 
474,apple,"Answer: Mary gave the apple to Bill.

Question: What did Bill do after Mary gave him the apple?",What did Mary give to Bill? 
475,apple,"Answer: Mary gave an apple to Fred.

Question: What is the main advantage of the Rocket Cavalry",What did Mary give to Fred? 
476,apple,"Answer: Fred gave the apple to Bill.

Question: What did Mary hand to Fred?

Answer",What did Fred give to Bill? 
477,Fred,"Answer: Fred gave the apple to Bill.

Question: Who is the author of the letter?",Who gave the apple to Bill? 
478,Bill,"Answer: Mary gave the apple to Fred.

Question: Who went back to the bathroom?
Answer:",Who gave the apple to Fred? 
479,Fred,"Answer: Fred gave the apple to Bill.

Question: Who took the football there?

Answer:",Who gave the apple to Bill? 
480,Fred,"Answer: Fred gave the apple.

Question: Who went to the garden?
Answer: Jeff went to the",Who gave the apple? 
481,Fred,Context: Fred grabbed the apple there. It is very like the working of the revolving mirror used in catch,Who gave the apple? 
482,apple,"Answer: Fred gave the apple to Bill.

Question: What did Bill give to Fred?

Answer",What did Fred give to Bill? 
483,Bill,"Answer: Fred gave the apple.

Question: Who received the apple?

Answer: Mary received the",Who gave the apple? 
484,Bill,"Answer: Fred gave the apple to Mary.

Question: Who gave the apple to Bill?
Answer: Fred",Who gave the apple to Mary? 
485,Bill,Answer: Fred handed the apple to Bill.,Who did Fred give the apple to? 
486,apple,Answer: Fred gave an apple to Bill.,What did Fred give to Bill? 
487,Bill,"Context: Mary went to the hallway. But during these last
few years of his life he was to discover",Who gave the apple? 
488,Bill,"Answer: Fred gave the apple to Mary.

Question: Who moved to the bedroom?

Answer",Who gave the apple to Mary? 
489,Bill,"Answer: Fred gave the apple.

Question: Who went to the bedroom?

Answer: Bill",Who gave the apple? 
490,Bill,"Answer: Bill handed the apple to Mary.

Question: Who grabbed the milk?

Answer",Who gave the apple to Mary? 
491,Mary,"Answer: Mary received the apple.

Question: Who is the president of the club?

Answer:",Who received the apple? 
492,milk,"Answer: Jeff gave the milk to Fred.

Question: What did Patience and Towser discuss with Jane?",What did Jeff give to Fred? 
493,milk,"Answer: Fred gave the milk to Jeff.

Question: What did Jeff give to Fred?

Answer",What did Fred give to Jeff? 
494,Fred,"Answer: Mary gave the milk to Jeff.

Question: Who was the first man that Fred saw in Leb",Who gave the milk to Jeff? 
495,Jeff,"Answer: Fred gave the football to Jeff.

Question: What did Fred insist upon for the lugg",Who did Fred give the football to? 
496,football,"Fred gave the football to Jeff.

Question: What did Jeff take from the bathroom?
Jeff",What did Fred give to Jeff? 
497,Fred,"Answer: Fred received the football.

Question: Who handed the football to Fred?

Answer: Jeff",Who received the football? 
498,football,"Answer: Jeff gave the football to Fred.

Question: What did Fred do after receiving the football from Jeff?",What did Jeff give to Fred? 
499,Mary,"Answer: Mary received the milk.


Question: Who is the old man they saw?

Answer",Who received the milk? 
500,Fred,"Answer: Fred received the football.


PART. II.


The Principal Rules of",Who received the football? 
501,Jeff,"Answer: Jeff gave the football.

Question: Who got the milk?
Answer: Jeff got the milk.",Who gave the football? 
502,football,"Answer: Fred gave the football to Jeff.

Question: What did Cecil J. Rhodes do when",What did Fred give to Jeff? 
503,Fred,"Context: The boys were energetic,
and found opportunities for making money where others could see none. The",Who gave the football? 
504,football,"Answer: Fred gave the football to Mary.

Question: What did Mary do after Fred gave her the football",What did Fred give to Mary? 
505,Fred,"Answer: Fred received the football.

Question: Who was working by himself in a room on the same floor",Who received the football? 
506,Bill,"Answer: Bill gave the football to Fred.

Question: Who was the foreman carpenter?",Who gave the football to Fred? 
507,Bill,"Answer: Fred received the football.

Question: Who went back to the garden?
Answer: Mary went back",Who received the football? 
508,Bill,"Answer: Fred received the football.

Question: Who passed the football to Fred?

Answer: Bill",Who received the football? 
509,Bill,Answer: Fred gave the football to Bill.,Who did Fred give the football to? 
510,Fred,"Fred

Question: Who was the leader of the slave-dealers?
Suleiman",Who received the milk? 
511,Jeff,Context: Fred went back to the bedroom. Mary travelled to the bathroom. It was therefore both prudent,Who received the milk? 
512,milk,"Answer: Jeff gave the milk to Fred.

Question: What did Mary do with the football?",What did Jeff give to Fred? 
513,milk,Answer: Jeff gave the milk to Fred.,What did Jeff give to Fred? 
514,Fred,"Answer: Fred gave the apple to Bill.


RETAIL PRICE, TEN CENTS",Who gave the apple to Bill? 
515,Bill,"Answer: Bill gave the apple to Mary.

Question: Who is afraid of drowning in the dirty",Who gave the apple to Mary? 
516,Fred,"Answer: Fred gave the apple.

Question: Who gave the football?
Answer: Jeff gave the football.",Who gave the apple? 
517,Fred,Context: Bill moved to the bedroom. Jeff got the football there. A manifesto of some of the younger spirits,Who gave the apple to Mary? 
518,Mary,"Helpful Answer: Mary received the apple.
Question: Who gave the apple to Mary?
Helpful Answer:",Who received the apple? 
519,apple,"Helpful Answer: Fred gave the apple to Mary.
Question: What did Mary give to Fred?
Helpful",What did Fred give to Mary? 
520,apple,"Answer: Mary gave an apple to Fred.

Question: What is the difference between a field of oats and",What did Mary give to Fred? 
521,Mary,"Answer: Mary gave the apple.

Question: Who took the apple?

Answer: Fred took the",Who gave the apple? 
522,Fred,"Answer: Mary gave the milk to Fred.

Question: Who did Dan give the apple to?",Who did Mary give the milk to? 
523,milk,"Answer: Mary gave the milk to Fred.

Question: What did Fred give to Mary?

Answer",What did Mary give to Fred? 
524,Mary,"Answer: Mary gave the milk to Fred.

Question: Who discarded the apple?
Answer: Fred disc",Who gave the milk to Fred? 
525,milk,"Answer: Mary gave the milk to Fred.

Question: What did Bill hand to Mary?

Answer",What did Mary give to Fred? 
