Unnamed: 0,target,output,question
338,hallway,Answer: The football is in the bedroom.,Where is the football? 
339,bedroom,Answer: In the kitchen.,Where is the milk? 
340,garden,"Answer: The milk is in Sandra's possession.

Question: What is the purpose of the ice",Where is the milk? 
341,garden,"Answer: Sandra put down the milk.

Question: Who is the father of Amy?

Answer",Where is the milk? 
342,hallway,"Answer: The football is at the kitchen.

(Note: The football in the context of the text seems to",Where is the football? 
343,hallway,"Answer: The football is at the garden.

Question: Who is the slave of Corinna?",Where is the football? 
344,hallway,Ver. The milk is in the kitchen.] [Footnote 016: The milk is in the kitchen.] [Footnote,Where is the milk? 
345,garden,Answer: The football is in the garden.,Where is the football? 
346,garden,Answer: The football is in the garden.,Where is the football? 
347,garden,"Answer: The apple is with Sandra.

Question: What did Arne do when he saw the milk",Where is the apple? 
348,garden,Answer: The apple is lying on the grass at the place where the butterfly had settled.,Where is the apple? 
349,garden,"Answer: The apple is in the garden.

Question: Who is Mary?

Answer: Mary is",Where is the apple? 
350,bedroom,"Answer: Sandra got the milk there.

Question: Who is the matchless hero?

Answer",Where is the milk? 
351,office,"Answer: In the bedroom.

Question: What is the name of the church where Pocahont",Where is the milk? 
352,office,"Answer: In the kitchen. Mary went back to the bedroom.

Question: Where is the apple? Answer:",Where is the milk? 
353,office,"Answer: The milk is in the kitchen.

Question: What is the detective's theory about Pr",Where is the milk? 
354,kitchen,Answer: The football is in the kitchen.,Where is the football? 
355,hallway,"Answer: Walpole found it under a yew tree.

Question: Who is the author of ""The",Where is the football? 
356,hallway,Answer: The football is in the hallway.,Where is the football? 
357,office,"Answer: Mary took the milk there.

Question: What is the name of the book by J. Mon",Where is the milk? 
358,hallway,"Answer: Mary took the milk to the office.

Question: Who is the woman at the door?",Where is the milk? 
359,hallway,"Answer: Mary discarded the milk.

Question: What did Alfred do with the money he gave to Mag",Where is the milk? 
360,bedroom,"Answer: John had put the football away in the bedroom.

Question: What did Grace want to do at",Where is the football? 
361,bedroom,Answer: The football is with Palmer Howe.,Where is the football? 
362,bedroom,Answer: The apple is with Sandra.,Where is the apple? 
363,bedroom,Answer: The apple is on the floor.,Where is the apple? 
364,bedroom,Answer: The football is in the bedroom with John.,Where is the football? 
365,kitchen,Answer: The apple is dropped by Daniel.,Where is the apple? 
366,kitchen,"Answer: The apple is dropped by Daniel.
Question: What is Jennie's plan for her future after V",Where is the apple? 
367,garden,- response: The milk is in the kitchen.,Where is the milk? 
368,bedroom,Answer: The apple is in the garden.,Where is the apple? 
369,bedroom,Answer: The apple is dropped by Daniel at the location where the boys encounter the Ecuadorian savages.,Where is the apple? 
370,kitchen,Answer: The football is with Sandra.,Where is the football? 
371,kitchen,Answer: The apple is in Ben's room.,Where is the apple? 
372,kitchen,"Answer: The apple is in the hands of Carl.




                             CHAPTER XV. “The",Where is the apple? 
373,kitchen,"Answer: The apple is dropped by Dan on the sidewalk.
Question: What is the name of the clerk",Where is the apple? 
374,hallway,Answer: The milk is in the hallway.,Where is the milk? 
375,kitchen,Answer: The milk is at the kitchen.,Where is the milk? 
376,kitchen,"Answer: The milk is with John Smith.

Question: What is the name of the cafe and restaurant",Where is the milk? 
377,kitchen,Answer: The milk is with John.,Where is the milk? 
378,office,"Answer: The apple is in the kitchen.

Question: What did the boys do when they got back to",Where is the apple? 
379,office,"Answer: The apple is dropped.

Question: What is the name of the book George found?",Where is the apple? 
380,bathroom,"Answer: Sandra grabbed the football there.

Question: Where did Daniel go?

Answer",Where is the football? 
381,bathroom,"Answer: The football is with Sandra.

Question: What did Eileen Macarthy bring home",Where is the football? 
382,bathroom,Answer: The football is in the kitchen.,Where is the football? 
383,bedroom,"Answer: The milk is in the kitchen.

Question: What was the outcome of the skirmish at",Where is the milk? 
384,bedroom,Answer: The milk is in the bedroom.,Where is the milk? 
385,bathroom,Answer: The milk is in the bathroom.,Where is the milk? 
386,bathroom,"Answer: The football is in the bedroom.

Question: Where did Sandra go?

Answer",Where is the football? 
387,bathroom,"Answer: John went to the bathroom.

Question: What is the name of the poem Roxie",Where is the football? 
388,hallway,,Where is the apple? 
389,hallway,"Answer: The apple is in the kitchen.

Question: What is the boy's name?",Where is the apple? 
390,hallway,"Answer: The milk is on the anvil.

Question: What is the significance of the chain found on",Where is the milk? 
391,garden,"Answer: Sandra got the milk there.

Question: What is the name of the manuscript that Lucy brought",Where is the milk? 
392,garden,"Answer: Mary picked up the milk there.

Question: Where did Sandra go?

Answer:",Where is the milk? 
393,garden,"Answer: Sandra discarded the milk.

Question: What did Minnie say about Jacko's",Where is the milk? 
394,kitchen,Answer: Mary discarded the football.,Where is the football? 
395,bedroom,Answer: The apple is with Sandra.,Where is the apple? 
396,bedroom,"Answer: The apple is with Sandra.

Question: Who is the author of the poem ""THE O",Where is the apple? 
397,bedroom,"Answer: The apple is in the garden.

Question: Who is the bard of Avon?",Where is the apple? 
398,garden,"Answer: John left the football there.

Question: Where did Sandra journey to?

Answer:",Where is the football? 
399,garden,"Answer: The football is in the garden. John picked it up there.

Question: Who is Sandra",Where is the football? 
400,bathroom,"### response

The milk is on the floor, as indicated by the character John dropping it",Where is the milk? 
401,bathroom,"Answer: The milk is in the bathroom.

Question: Where is the football?

Answer:",Where is the milk? 
402,garden,"Answer: The football is in the garden.

Question: What is the name of the country where the football",Where is the football? 
403,garden,"Answer: The football is in the hallway.

Question: What is the name of the place where the",Where is the football? 
404,garden,"Answer: The football is in the garden.

Question: What is the main topic of the passage?",Where is the football? 
405,hallway,"Answer: The football is at the ravine.

Question: What is the name of the clergyman",Where is the football? 
406,bathroom,"Answer: Daniel has the football.

Question: What is the name of the hotel on Fifth and St.",Where is the football? 
407,bathroom,"Answer: The football is in the bedroom.
Question: Who was the first printer in Minnesota?
Answer:",Where is the football? 
408,bathroom,Answer: The football is in the office.,Where is the football? 
409,bathroom,"Answer: The football is in the bathroom.

Question: Where is the apple?

Answer:",Where is the football? 
410,garden,"Answer: In the kitchen.
Question: What is the color of the milk?
Answer: White.
Question",Where is the milk? 
411,garden,"Answer: The milk is in the bedroom.

Question: What is the doctor's mood as",Where is the milk? 
412,bedroom,"Answer: The apple is left by Daniel on the bed of the dry stream.

Question: What is the",Where is the apple? 
413,bedroom,Answer: The apple is with Daniel.,Where is the apple? 
414,bedroom,"Answer: The apple is on the floor.

Question: What is the name of the part of the body",Where is the apple? 
415,bedroom,Answer: The football is in the bedroom. Sandra picked it up and brought it into the room.,Where is the football? 
416,bedroom,"[Illustration]


[Illustration]


[Illustration]


[Illustration]",Where is the football? 
417,hallway,"Answer: The apple is in the garden.

Question: Who is the author of the life of Leonardo",Where is the apple? 
418,hallway,"Answer: Mary put down the apple there.

Question: Where did Sandra journey to after leaving the bed",Where is the apple? 
419,office,"Answer: The football is in the bedroom.
Question: Who was the commander of the Army of the Potom",Where is the football? 
420,kitchen,"Answer: The apple is in the garden.

Question: What is the significance of the ""Silver Lake",Where is the apple? 
421,kitchen,"Answer: The apple is in the bedroom.

Question: Who is the new curate?",Where is the apple? 
422,kitchen,"Answer: The apple is left in the hallway.
Question: Who is the author of ""The Prodigal",Where is the apple? 
423,kitchen,"Answer: John put down the apple there.

Question: Who is the person that was rescued from",Where is the apple? 
424,kitchen,Answer: John got the milk there.,Where is the milk? 
425,bathroom,"Answer: The milk is in the kitchen.

Question: Who is the tall and fashionably dressed young man",Where is the milk? 
426,bathroom,Answer: The milk is in the kitchen.,Where is the milk? 
427,kitchen,"Answer: Sandra is taking the milk.

Question: What is Jessica's ambition?",Where is the milk? 
428,kitchen,- [Response]: The milk is left in the kitchen by Sandra.,Where is the milk? 
429,kitchen,"Answer: The milk is in the kitchen.

Question: What is the name of the young man who is",Where is the milk? 
430,bedroom,"Answer: The football is with John, who had taken it when they entered the temple.",Where is the football? 
431,bedroom,Answer: The football is in the room where the boys had breakfast.,Where is the football? 
432,office,"Answer: The apple is in the hands of Sandra.

Question: What is the name of the inn",Where is the apple? 
433,hallway,,Where is the apple? 
434,bedroom,Answer: The apple is in the hallway.,Where is the apple? 
435,kitchen,"""The apple is in the kitchen.""

    ""The apple is in the garden.""",Where is the apple? 
436,kitchen,"Answer: The football is in the hallway.

Question: What is the story about?

Answer",Where is the football? 
437,kitchen,"Answer: The football is in the hallway.

Question: What did Sandra do with the apple?",Where is the football? 
438,hallway,"[75

Question: What is the Venetian dentil?

  [76",Where is the milk? 
439,hallway,Answer: In the garden.,Where is the milk? 
440,bathroom,"Answer: In the bathroom.

Question: Where is John?

Answer: In the bathroom",Where is the milk? 
441,hallway,### response: The milk is at the bathroom.,Where is the milk? 
442,hallway,"Answer: The milk is in the bathroom.

The milk is not in the hallway, the office,",Where is the milk? 
443,garden,"_Bosom'd high in tufted trees,_

   _In the shade",Where is the apple? 
444,garden,"Answer: The apple is at the bathroom.

Question: Who is the author of ""The Beauties",Where is the apple? 
445,hallway,"Answer: The football is at St Eustache.

Question: Who was the leader of the Doric",Where is the football? 
446,hallway,"Answer: In the hallway.

Question: Where is Mary?

Answer: In the bathroom",Where is the football? 
447,hallway,Answer: The football is in the bedroom.,Where is the football? 
448,bathroom,"Answer: The milk is on the ground after Daniel dropped it.

Question: What is the significance of the",Where is the milk? 
449,kitchen,Answer: The apple is with Mary.,Where is the apple? 
450,garden,"Answer: The milk is in John's possession.

Question: What is the name of the hotel where",Where is the milk? 
451,hallway,Answer: The football is in the kitchen.,Where is the football? 
452,hallway,"Answer: The football is in the kitchen.

Answer: The football is in the hallway.",Where is the football? 
453,garden,"Answer: John discarded the milk.

Question: What is the name of the child?
Answer: The",Where is the milk? 
454,garden,"Answer: The milk is in the kitchen.

Question: What is the name of the street where the O",Where is the milk? 
455,bedroom,"Answer: The milk is in the pail.

Question: What is the name of the kitten?",Where is the milk? 
456,bedroom,"Answer: The milk is at Daniel's house.

Question: Who was the first to respond to Lincoln",Where is the milk? 
457,hallway,"Answer: The milk is in the hallway.
Question: Who is John?
Answer: John is Daniel.",Where is the milk? 
458,office,"Answer: The milk is in the garden.
Question: Who is Fred's father?
Answer: Fred'",Where is the milk? 
459,office,"Answer: The milk is in the kitchen.

Question: Who is the girl with the streaming hair and st",Where is the milk? 
460,bathroom,Answer: The apple is with Daniel.,Where is the apple? 
461,bathroom,"Answer: The apple is in the kitchen.

Question: Who is Arne?

Answer: Ar",Where is the apple? 
462,bathroom,"Answer: The football is in the bedroom.
Question: What is the weight of the horse carrying the ammun",Where is the football? 
463,bedroom,"Answer: In the bedroom. Mary went to the bedroom. The
football was taken by Sandra. Mary went",Where is the football? 
464,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
465,garden,"The milk is in the kitchen. Daniel dropped the football.

    ""Our Association is now in the hands of",Where is the milk? 
466,garden,Answer: Mary grabbed the milk there.,Where is the milk? 
467,hallway,Answer: On the ground.,Where is the football? 
468,hallway,Answer: The football is in the garden.,Where is the football? 
469,hallway,"Answer: The football is with Daniel.

Question: What is the name of the pony that Ruby r",Where is the football? 
470,garden,"Answer: The football is in the garden.




CHAPTER XI. THE BLACK",Where is the football? 
471,garden,"Answer: In the bathroom.




THE BUILDING STONE SUPPLY. The use",Where is the football? 
472,garden,"Answer: The football is in the garden.
Question: What is the name of the new bird species?
Answer",Where is the football? 
473,garden,THE SCIENTIFIC AMERICAN SUPPLEMENT. TERMS OF,Where is the milk? 
474,garden,"Answer: On the bathroom sink.

Question: Who is John Hartley?
Answer: John Hartley",Where is the milk? 
475,hallway,"Answer: Mary grabbed the football.

Question: Who is the author of ""The Castaways""?",Where is the football? 
476,hallway,Answer: Mary discarded the football.,Where is the football? 
477,hallway,"Answer: The football is in the hallway.

Question: Who is Merman?

Answer:",Where is the football? 
478,hallway,Answer: The football is in the garden.,Where is the football? 
479,kitchen,"Answer: The milk is in the kitchen.

Question: What is Bruin's reaction to the situation",Where is the milk? 
480,office,"Answer: The football is on the table.

Question: Who is the bear?

Answer: The",Where is the football? 
481,office,Answer: The football is with Phelim.,Where is the football? 
482,kitchen,"Answer: The football is in the kitchen.

Question: What did Eily do when the doctor and his",Where is the football? 
483,kitchen,"Answer: John picked up the apple there.

Question: What is the girl's advice to the old",Where is the apple? 
484,kitchen,"Answer: The apple is in the kitchen.

Question: Where is the milk?

Answer: The",Where is the apple? 
485,bedroom,"Answer: Daniel grabbed the apple there.

(Note: The apple is mentioned in the text as",Where is the apple? 
486,bathroom,"Answer: The football is with Sherman.

Question: What did Fred do when he found Calhoun'",Where is the football? 
487,bathroom,Answer: On the floor.,Where is the milk? 
488,bathroom,Answer: The milk is with John.,Where is the milk? 
489,bathroom,"Answer: The football is in the hallway.
Question: Where is the milk?
Answer: The milk is",Where is the football? 
490,bathroom,"Answer: Daniel grabbed the apple there.

Question: Where is Mary?
Answer: Mary moved to",Where is the apple? 
491,bathroom,Answer: Daniel dropped the apple there.,Where is the apple? 
492,office,Answer: The apple is with John.,Where is the apple? 
493,bedroom,"Answer: The apple is in the kitchen.

Question: Where is the milk?

Answer: The",Where is the apple? 
494,bedroom,"Answer: The apple is in the garden.

Question: What is the main point of Paine's",Where is the apple? 
495,office,"Answer: Mary moved to the office.

Question: Who is Colonel Grahame?

Answer:",Where is the football? 
496,hallway,"Answer: The apple is in the kitchen.

Question: Who is the Reverend Gabriel Kettled",Where is the apple? 
497,bedroom,"Answer: In the garden.

Question: What is the name of the horse ridden by Claverhouse",Where is the football? 
498,hallway,"Answer: The milk is in the office.
Question: Where is the football?
Answer: The football is in",Where is the milk? 
499,hallway,"Answer: In the office.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
500,office,"Answer: On the floor.

          Potatoes,  }                 Oranges,  }
          Bread,",Where is the apple? 
501,office,"Answer: The apple is in the garden.

Question: What is the best kind of strength to have?",Where is the apple? 
502,garden,"Answer: The milk is in the kitchen.

Question: Who is the Knight of Kinfauns?",Where is the milk? 
503,garden,"Answer: The milk is in the kitchen.

Question: Who is the captain of the ship?",Where is the milk? 
504,bedroom,Answer: The milk is in the kitchen.,Where is the milk? 
505,bedroom,"Answer: The milk is in the hut where the Rover boys find Anderson Rover.

Question:",Where is the milk? 
506,bedroom,Answer: The apple is with Mary.,Where is the apple? 
507,kitchen,Answer: The football is with Sandra.,Where is the football? 
508,kitchen,Answer: In the hallway.,Where is the milk? 
509,kitchen,"Answer: In the bedroom.

Question: Where is Daniel?

Answer: In the hallway",Where is the milk? 
510,office,"Answer: John picked up the football there.

Question: What is the name of the book that Paine wrote",Where is the football? 
511,office,Answer: The football is in the office.,Where is the football? 
512,office,Answer: The football is in the office.,Where is the football? 
513,office,Answer: The milk is in the hallway.,Where is the milk? 
514,office,Answer: The football is on the bed.,Where is the football? 
515,office,Answer: The apple is in Mary's room.,Where is the apple? 
516,office,Answer: The apple is with Mary.,Where is the apple? 
517,office,Answer: The apple is with Mary.,Where is the apple? 
518,hallway,Answer: The apple is in the Clifford's sitting-room.,Where is the apple? 
519,bathroom,Answer: The apple is in the bathroom.,Where is the apple? 
520,office,"Answer: The apple is in the kitchen.

Question: What is the name of the river near the Cl",Where is the apple? 
521,office,"Answer: The apple is in the kitchen.

Question: Who is the speaker in the poem ""Love",Where is the apple? 
522,office,"Answer: The apple is in the office.

Question: What is the name of the man who is described",Where is the apple? 
523,hallway,"Answer: The football is on the board.

Question: What is the name of the man who is a",Where is the football? 
524,garden,"Answer: The football is in the bedroom.

Question: What is the name of the tall officer?",Where is the football? 
525,hallway,Answer: The football is in the hallway.,Where is the football? 
526,hallway,"Answer: In the milk-pan.

Question: What is the title of the book by Condillac",Where is the milk? 
527,garden,Answer: John took the milk there.,Where is the milk? 
528,office,Answer: The apple is in the office.,Where is the apple? 
529,office,"Answer: The apple is in the kitchen.

Question: Who is Mary?

Answer: Mary is",Where is the apple? 
530,bedroom,"Answer: The football is in the kitchen.

Question: Where was the Halls' house located in Ge",Where is the football? 
531,bedroom,"Answer: The apple is with the neighbor, Mr. Daniel.

Question: What is the name of the place",Where is the apple? 
532,hallway,"Answer: The football is in the bedroom.

Question: Who is Doorga Sing?",Where is the football? 
533,hallway,Answer: The milk is on the table.,Where is the milk? 
534,hallway,"Answer: The milk is on the table.

Question: Where is the apple?

Answer: The",Where is the milk? 
535,kitchen,"Answer: The apple is in the kitchen.

Question: What did Jacko do when he was in the",Where is the apple? 
536,kitchen,"Answer: The apple is in the dining-room.
Question: What is the name of the bird that s",Where is the apple? 
537,kitchen,"Answer: Daniel is in the kitchen.
Question: What is the weather like?
Answer: It is snowy",Where is the milk? 
538,kitchen,Answer: Daniel put down the milk.,Where is the milk? 
539,garden,"Answer: The football is in the office.

Answer: The football is in the office.

Answer",Where is the football? 
540,office,Answer: The football is in the barn.,Where is the football? 
541,office,Answer: The football is in the bathroom.,Where is the football? 
542,garden,"Answer: Daniel put down the milk in the kitchen.

Question: What does the milk symbolize in the",Where is the milk? 
543,bathroom,"Answer: In the kitchen. [130]

with the ""spiritual"" office of Bishop. The",Where is the apple? 
544,bedroom,"Answer: The apple is in the bedroom.

Question: Where is Sandra?

Answer:",Where is the apple? 
545,office,"Answer: The milk is in the bathroom.

Question: What is the name of the instrument that Daniel",Where is the milk? 
546,bathroom,"Answer: The milk is in the bathroom.

Question: What is the name of the person who put",Where is the milk? 
547,bathroom,"Answer: Sandra put down the milk.

Question: Where is Daniel?

Answer: Daniel journey",Where is the milk? 
548,bathroom,"Answer: The milk is in the bathroom.





[Illustration:
_Page",Where is the milk? 
549,hallway,"Answer: The football is in the bedroom.

Question: What is the name of the woman who is",Where is the football? 
550,bathroom,"Answer: The apple is dropped by Mary.

Question: What is the man's plan to kill himself",Where is the apple? 
551,bathroom,"Answer: The football is in the bedroom.

Question: Who is the tall African?
Answer: The",Where is the football? 
552,hallway,"Answer: Mary dropped the apple there.

Question: What did General Gordon do when he found out about the",Where is the apple? 
553,hallway,### response: The apple is in the bedroom.,Where is the apple? 
554,bathroom,"Answer: The milk is in the pocketbook.

Question: What does Harry find in the wagon?",Where is the milk? 
555,garden,Answer: The milk is in the kitchen.,Where is the milk? 
556,office,"Answer: Mary got the milk.

Question: Who is the father of Harry?

Answer: Franklin",Where is the milk? 
557,office,"Answer: The milk is in the kitchen.

Question: Where is the office?

Answer: The",Where is the milk? 
558,bathroom,"Answer: Mary moved to the kitchen.

Question: Where is the apple?

Answer: Daniel gra",Where is the milk? 
559,office,"Answer: The apple is in the basket that Toto is carrying.

Question: What is the hermit",Where is the apple? 
560,bedroom,"Answer: The milk is in the basket that Toto had brought.

Question: What did Eileen",Where is the milk? 
561,bathroom,"Answer: The apple is on the table.

Question: Who is the right man for the situation according to",Where is the apple? 
562,bathroom,"Answer: The apple is in the bedroom.

Question: Who is Daniel?

Answer: Daniel",Where is the apple? 
563,bathroom,"Answer: The apple is in the kitchen.

Question: Where is Mary?

Answer: Mary is",Where is the apple? 
564,garden,"Answer: Mary grabbed the football there.

Question: What did George say about the world?",Where is the football? 
565,office,Answer: Daniel left the football there.,Where is the football? 
566,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
567,hallway,Answer: The apple is in the garden.,Where is the apple? 
568,office,Answer: The apple is with Daniel.,Where is the apple? 
569,bedroom,Answer: In the kitchen.,Where is the milk? 
570,bedroom,"] [Footnote 512: The milk of her breast.--Ver. The milk of her breast, or the milk",Where is the milk? 
571,bedroom,"### Response: The milk is in the garden, as Sandra went to the garden to pick it up.",Where is the milk? 
572,bathroom,"Answer: The apple is in the garden.

Question: Who is the speaker of the lines ""I am",Where is the apple? 
573,office,"Answer: The milk is in the bathroom.

Question: Who is the new owner of Clarendon",Where is the milk? 
574,office,"Answer: Mary picked up the milk.

Question: Who is the girl with blue-black hair and sl",Where is the milk? 
575,bathroom,"Answer: Sandra picked up the milk from the bed of stones and vines.

Question: What did the",Where is the milk? 
576,bedroom,"Answer: The milk is in the hallway.

Question: Who is the bear's friend?",Where is the milk? 
577,bathroom,"Answer: The milk is in the pantry.

Question: Who is the boy?

Answer:",Where is the milk? 
578,bathroom,Answer: The milk is in the kitchen.,Where is the milk? 
579,bathroom,"Answer: The milk is in the garden.

Question: Where is the apple?

Answer: The",Where is the milk? 
580,hallway,Answer: Daniel discarded the football there.,Where is the football? 
581,office,Answer: The football is with Daniel.,Where is the football? 
582,office,Answer: The football is in the hallway.,Where is the football? 
583,garden,Answer: The milk is in the kitchen.,Where is the milk? 
584,garden,"Answer: John is taking the milk.

Question: What is the name of the little boy?
Answer:",Where is the milk? 
585,garden,"Answer: The milk is with Sandra.

Question: What did Dr. Inglis request for in her",Where is the milk? 
586,garden,Answer: The milk is at the Observatory at Greenwich.,Where is the milk? 
587,garden,"Answer: The milk is in the garden.

Question: What was the weather like on the 10",Where is the milk? 
588,garden,"Answer: The milk is at the bathroom.

Question: What is the name of the famous Italian painter",Where is the milk? 
589,garden,Answer: The milk is in the kitchen.,Where is the milk? 
590,bedroom,Answer: The apple is in Daniel's hand.,Where is the apple? 
591,kitchen,"Answer: The milk is at John's farm.

Question: What did Harry do after he lost his",Where is the milk? 
592,bedroom,"Answer: In the hallway.
Question: Where is the milk?
Answer: In the kitchen.
Question",Where is the apple? 
593,bedroom,Answer: The apple is on the floor.,Where is the apple? 
594,bedroom,Answer: The apple is on the floor.,Where is the apple? 
595,hallway,"Answer: The milk is in the kitchen.

Question: Where is John?

Answer: John is",Where is the milk? 
596,hallway,"Answer: In the kitchen.

Question: Where is John?

Answer: In the bedroom.",Where is the milk? 
597,hallway,"Answer: In the kitchen.

  Ὦ δημοκρατία,",Where is the milk? 
598,kitchen,"Answer: Mary took the football there.

Question: What did Miss Trotter do when she found out",Where is the football? 
599,garden,Answer: The apple is with Mary in the kitchen.,Where is the apple? 
600,kitchen,"Answer: The apple is in the kitchen.

Question: What is the name of the little girl who escaped",Where is the apple? 
601,kitchen,"Answer: The apple is on the floor.

Question: Who is the governor?

Answer: The",Where is the apple? 
602,hallway,"Answer: The football is in the tents.

Question: What is the name of the regiment?",Where is the football? 
603,garden,"Answer: The apple is with John in the bathroom.

Question: What is the name of the boat",Where is the apple? 
604,hallway,"Answer: The football is with Sandra in the garden.

Question: What did Rudolph and Heywood plan",Where is the football? 
605,bedroom,"Answer: The football is in the hallway.

Question: What is the name of the town where the",Where is the football? 
606,bedroom,Answer: On the office.,Where is the milk? 
607,bedroom,Answer: The milk is in the bedroom.,Where is the milk? 
608,bathroom,### response: The milk is in the bedroom.,Where is the milk? 
609,hallway,"Answer: The apple is in the bedroom.

Question: Where is the milk?

Answer:",Where is the apple? 
610,garden,"Answer: The apple is in the garden.

Question: What is the name of the place where Mary went",Where is the apple? 
611,garden,Answer: In the garden.,Where is the apple? 
612,garden,"Answer: Mary took the apple there.

Question: What is the relation between John and Jotie Per",Where is the apple? 
613,garden,"Answer: The apple is with Mary.

Question: Who is Jamie Green?

Answer: Jam",Where is the apple? 
614,garden,"Answer: The apple is in the garden.

Reading Comprehension Exercises:",Where is the apple? 
615,garden,Answer: The apple is in the chamber where the jaguars were kept.,Where is the apple? 
616,hallway,"Answer: The apple is in the hallway.

Question: What is the name of the lake?",Where is the apple? 
617,hallway,"Daniel put down the apple there. Mary went back to the kitchen.

Question: What is the name of the house",Where is the apple? 
618,garden,"Answer: The football is in the scullery.

Question: What is the name of the book that",Where is the football? 
619,kitchen,"Answer: In the kitchen.

Question: What is the name of the pub where they had a good spread",Where is the milk? 
620,bedroom,"Answer: John took the football there.

Question: What did Mary do after John took the football?
Answer",Where is the football? 
621,bedroom,"Answer: The football is in the bedroom.
Question: Where is the hallway?
Answer: The hall",Where is the football? 
622,bedroom,"Answer: John left the football.

Question: Where is Mary?

Answer: Mary moved to the",Where is the football? 
623,bathroom,"Answer: The apple is in the backyard.

Question: What is the name of the street where the",Where is the apple? 
624,garden,"Answer: The apple is with Daniel.

Question: Who is the apple's owner?
Answer: The",Where is the apple? 
625,kitchen,"Answer: Mary picked up the football.

Question: What was the name of the house in Georgetown",Where is the football? 
626,kitchen,"Answer: The football is at the kitchen.

Question: What is the name of the cousin who married Mary",Where is the football? 
627,kitchen,"Answer: The milk is from ""Cowes.""

Question: What is the name of the town where",Where is the milk? 
628,bathroom,"The milk was dropped by Daniel in the kitchen.

Question: Where is the baby?

The baby",Where is the milk? 
629,bathroom,"Answer: The milk is in the bathroom.

Question: What is the name of the chapel that",Where is the milk? 
630,bathroom,"Answer: The football is in the kitchen.

Question: What is the name of the cat?",Where is the football? 
631,kitchen,"Answer: The apple is in the hands of the dwarf.

Question: What is the dwar",Where is the apple? 
632,kitchen,"Answer: The apple is dropped by John in the hallway.

Question: What is the sprite's",Where is the apple? 
633,kitchen,Answer: The apple is with John.,Where is the apple? 
634,office,"Answer: The milk is at their feet.

Question: What is the Supervisor's opinion about the future",Where is the milk? 
635,garden,"Answer: In the office.

The Supervisor was not at home. The Supervisor's wife was not at",Where is the football? 
636,garden,"420. The Gospel of the Future

I believe in the gospel of the future",Where is the football? 
637,garden,"Daniel went to the office. The next morning Harry was permitted to
go to the store. He found Edward and Katy",Where is the milk? 
638,garden,"Answer: The milk is in the bedroom.

Question: Who is the father of Harry?",Where is the milk? 
639,garden,"Answer: Daniel dropped the milk.

Question: Where is the office?

Answer: Daniel journeyed",Where is the milk? 
640,office,"Answer: The milk is left by Sandra in the refrigerator.

Question: What is the",Where is the milk? 
641,office,Answer: The apple is on the floor.,Where is the apple? 
642,bathroom,Answer: Sandra took the milk there.,Where is the milk? 
643,bathroom,"""Dr. ---- is a successful Osteopath. He has a large and growing practice. He is",Where is the milk? 
644,office,"Answer: The apple is with John.

Question: Who is the man who rode with the narrator and",Where is the apple? 
645,garden,Answer: The football is with Daniel.,Where is the football? 
646,office,"Answer: The milk is in the kitchen.

Question: What is the Supervisor's daughter's",Where is the milk? 
647,office,Answer: The milk is in the kitchen.,Where is the milk? 
648,garden,,Where is the football? 
649,garden,"Answer: The football is in the garden.

Question: Who was the first to reach Khartoum",Where is the football? 
650,office,"Answer: The apple is dropped by Daniel.

Question: Who is the man that looks like Randolph R",Where is the apple? 
651,office,"Answer: The apple is in the garden.

Question: What is the color of the Indian's complex",Where is the apple? 
652,garden,"Answer: The football is in the Green Chamber.

Question: Who is the man that laughed heartily when",Where is the football? 
653,garden,Answer: In the office. Question: Where is the milk? Answer: In the kitchen. Question: Where is Daniel?,Where is the football? 
654,garden,"Answer: The football is in the hallway.

Question: Where is the milk?

Answer:",Where is the football? 
655,garden,"Answer: The football is in the garden.

Question: What is the name of the place where the meeting",Where is the football? 
656,garden,Answer: In the garden.,Where is the apple? 
657,bathroom,"Answer: In the garden.

    ""The Osteopath is a man who has studied the anatomy",Where is the football? 
658,garden,Answer: The apple is in the garden.,Where is the apple? 
659,garden,Answer: The apple is in the garden.,Where is the apple? 
660,office,Answer: The football is on the floor.,Where is the football? 
661,office,"Answer: The football is with Daniel.

Question: What is the name of the little girl who gave Jack",Where is the football? 
662,hallway,"Answer: The apple is left on the table by Sandra.

Question: What is the relationship between Sid",Where is the apple? 
663,hallway,Answer: The apple is in the parlor.,Where is the apple? 
664,hallway,"]

Answer: The apple is in the bedroom.",Where is the apple? 
665,kitchen,Answer: The apple is in the kitchen.,Where is the apple? 
666,garden,Answer: Mary put down the football.,Where is the football? 
667,garden,"Answer: In the kitchen.

Question: Who is the first English King mentioned in the text?",Where is the milk? 
668,hallway,"Answer: The apple is in the kitchen.

Question: Where is the football?

Answer: The",Where is the apple? 
669,hallway,"Answer: The apple is in the pantry.



The apple is in the pantry.",Where is the apple? 
670,bathroom,"Answer: The football is dropped by Mary at the garden.

Question: What is the name of the bear",Where is the football? 
671,bathroom,Answer: The football is in the garden.,Where is the football? 
672,bathroom,"Answer: On the ground.

The football is on the ground.",Where is the football? 
673,bathroom,Answer: John dropped the milk there.,Where is the milk? 
