Unnamed: 0,target,output,question
334,hallway,"Answer: In the bedroom.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
335,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
336,hallway,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
337,hallway,"Context: John went back to the office. Do not suppose that the Revolution is at an end, or that the",Where is the football? 
338,hallway,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
339,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
340,garden,,Where is the milk? 
341,garden,"Answer: In the cow.

Question: Where is the cow?

Answer: In the field.",Where is the milk? 
342,hallway,"""The surgeon of the future must be a man of broad culture, of
    intelligence, of sound",Where is the football? 
343,hallway,Answer: Daniel put down the football.,Where is the football? 
344,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
345,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
346,garden,,Where is the football? 
347,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the bathroom.",Where is the apple? 
348,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the bathroom.",Where is the apple? 
349,garden,,Where is the apple? 
350,bedroom,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the basement.",Where is the milk? 
351,office,"Answer: Sandra went back to the bedroom.

Question: What did Sandra do?

Answer: Sandra",Where is the milk? 
352,office,"Answer: Sandra went back to the bedroom.

Question: Where is the garden?

Answer: Daniel",Where is the milk? 
353,office,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the office.",Where is the milk? 
354,kitchen,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the garden.",Where is the football? 
355,hallway,"Answer: It is in the hallway.


his boat alongside. The lowdah, with a quick",Where is the football? 
356,hallway,Answer: In the hallway.,Where is the football? 
357,office,"Answer: The milk is in the office.



[1] ""Confirm"" is the word used",Where is the milk? 
358,hallway,Answer: In the hallway.,Where is the milk? 
359,hallway,"Answer: In the hallway.

Question: Where is the hallway?

Answer: In the office.",Where is the milk? 
360,bedroom,"Answer: In the kitchen.

not he be told that the phrase is a corruption of the Latin _per",Where is the football? 
361,bedroom,,Where is the football? 
362,bedroom,"Answer: In the garden.

Question: Where is the football?

Answer: In the office.",Where is the apple? 
363,bedroom,"Answer: In the garden.

Question: Where is the milk?

Answer: In the office.",Where is the apple? 
364,bedroom,,Where is the football? 
365,kitchen,,Where is the apple? 
366,kitchen,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the hallway.",Where is the apple? 
367,garden,"A: The milk is in the hallway.

The milk is in the hallway.

The milk",Where is the milk? 
368,bedroom,Answer: In the bedroom.,Where is the apple? 
369,bedroom,,Where is the apple? 
370,kitchen,"Rudolph, with a sudden,
unaccountable, and violent gesture, sprang up, and with a cry of",Where is the football? 
371,kitchen,"Answer: In the kitchen.

_Lady Cant._ (_to_ Spurrell). I",Where is the apple? 
372,kitchen,"Answer: In the kitchen. Question: Where is the
kitchen? Answer: In the house. Question: Where is",Where is the apple? 
373,kitchen,"Answer: In the basket. Question: Where is
the basket? Answer: In the kitchen. Question: Where is the",Where is the apple? 
374,hallway,"Answer: In the hallway.


A: I think the answer is:

The milk is in",Where is the milk? 
375,kitchen,Answer: In the kitchen.,Where is the milk? 
376,kitchen,"A: The answer is:

 The milk is in the kitchen.

The milk is in the",Where is the milk? 
377,kitchen,"Answer: Sandra took the milk there.


A: I think the answer is

Sandra",Where is the milk? 
378,office,,Where is the apple? 
379,office,,Where is the apple? 
380,bathroom,,Where is the football? 
381,bathroom,"Answer: It is in the kitchen.

Question: Where is the football?

Answer: It is",Where is the football? 
382,bathroom,"Answer: In the hallway.

Question: Where is the hallway?

Answer: In the kitchen.",Where is the football? 
383,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the milk? 
384,bedroom,"Answer: In the kitchen.


when the English came to us and said, 'You must pay us",Where is the milk? 
385,bathroom,"Answer: In the bottle.

Question: Where is the bottle?

Answer: In the cupboard",Where is the milk? 
386,bathroom,"Answer: In the garden.

Question: Where is the milk?

Answer: In the garden.",Where is the football? 
387,bathroom,"Answer: In the garden.

Question: Where is the milk?

Answer: In the office.",Where is the football? 
388,hallway,"Answer: In the kitchen.


PART II

The girl's name was Mary, and she",Where is the apple? 
389,hallway,,Where is the apple? 
390,hallway,,Where is the milk? 
391,garden,"Answer: In the house.




                              CHAPTER XV. ––––––",Where is the milk? 
392,garden,,Where is the milk? 
393,garden,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
394,kitchen,"THE CHRONICLES OF CANADA

THIRTY-TWO V",Where is the football? 
395,bedroom,Answer: Sandra journeyed to the office.,Where is the apple? 
396,bedroom,"Answer: In the garden.

Question: Where is the garden?

Answer: In the park.",Where is the apple? 
397,bedroom,"Answer: In the garden.

Question: Where is the football?

Answer: In the office.",Where is the apple? 
398,garden,"Answer: In the garden.

Question: Where is the apple?

Answer: In the office.",Where is the football? 
399,garden,"Options:

A. In the garden

B. In the office

C. In the kitchen",Where is the football? 
400,bathroom,Answer: In the bedroom.,Where is the milk? 
401,bathroom,"Answer: In the garden.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
402,garden,Answer: In the hallway.,Where is the football? 
403,garden,"Answer: In the garden.

Question: Where is the milk?

Answer: In the hallway.",Where is the football? 
404,garden,"Answer: In the garden.

Question: Where is the milk?

Answer: In the bathroom.",Where is the football? 
405,hallway,Answer: In the bathroom.,Where is the football? 
406,bathroom,"Answer: It is in the kitchen.




CHAPTER III. “I’ll be",Where is the football? 
407,bathroom,,Where is the football? 
408,bathroom,,Where is the football? 
409,bathroom,,Where is the football? 
410,garden,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
411,garden,"Answer: In the bathroom.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
412,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
413,bedroom,,Where is the apple? 
414,bedroom,"Answer: The apple is in the kitchen.

Question: Where is the football?

Answer: The",Where is the apple? 
415,bedroom,Answer: In the office.,Where is the football? 
416,bedroom,"Answer: In the garden.

Question: Where is the garden?

Answer: In the hallway.",Where is the football? 
417,hallway,"Answer: In the garden.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
418,hallway,"Answer: In the bedroom.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
419,office,"Answer: In the garden.

Question: Where is the apple?

Answer: In the office.",Where is the football? 
420,kitchen,,Where is the apple? 
421,kitchen,"Answer: The apple is in the kitchen.

Question: Where is the football?

Answer: The",Where is the apple? 
422,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
423,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the apple? 
424,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
425,bathroom,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
426,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
427,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
428,kitchen,"Answer: In the kitchen.

BLORE. [_In a whisper._] Lor',",Where is the milk? 
429,kitchen,"Answer: The milk is in the kitchen.

Question: Where is the milk?

Answer: The",Where is the milk? 
430,bedroom,"Answer: In the bedroom.

Question: Where is the bedroom?

Answer: In the house.",Where is the football? 
431,bedroom,"Answer: In the bedroom.

Question: Where is the bedroom?

Answer: In the house.",Where is the football? 
432,office,"Answer: In the bathroom.

Question: Where is the bathroom?

Answer: In the office.",Where is the apple? 
433,hallway,"Answer: In the bathroom.

Question: Where is the bathroom?

Answer: In the garden.",Where is the apple? 
434,bedroom,"Answer: In the hallway.

Question: Where is the boy?

Answer: In the bedroom.",Where is the apple? 
435,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bedroom.",Where is the apple? 
436,kitchen,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the football? 
437,kitchen,,Where is the football? 
438,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
439,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
440,bathroom,"End of the Project Gutenberg EBook of The Rover Boys in the Jungle, by",Where is the milk? 
441,hallway,,Where is the milk? 
442,hallway,"Answer: In the refrigerator.

Question: Where is the refrigerator?

Answer: In the kitchen.",Where is the milk? 
443,garden,,Where is the apple? 
444,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
445,hallway,Answer: In the office.,Where is the football? 
446,hallway,,Where is the football? 
447,hallway,Answer: In the kitchen.,Where is the football? 
448,bathroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the milk? 
449,kitchen,"Answer: In the garden.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
450,garden,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
451,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the garden.",Where is the football? 
452,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
453,garden,"A: 


*

*The milk is in the bathroom.


*The",Where is the milk? 
454,garden,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
455,bedroom,"Answer: In the house.

Question: Where is the house?

Answer: In the street.",Where is the milk? 
456,bedroom,"Answer: In the barn.

Question: Where is the butter?

Answer: In the buttery",Where is the milk? 
457,hallway,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
458,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
459,office,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
460,bathroom,"Answer: In the garden.

to see her. She is a very old lady and has a very nice",Where is the apple? 
461,bathroom,"Answer: In the bathroom.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
462,bathroom,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the bathroom.",Where is the football? 
463,bedroom,,Where is the football? 
464,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the milk? 
465,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
466,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
467,hallway,"Answer: In the hallway.

in 1822, Dalhousie refused to receive him",Where is the football? 
468,hallway,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
469,hallway,"Answer: The football is in the hallway.

Question: Where is the football?

Answer: The",Where is the football? 
470,garden,"Answer: In the garden.

Question: Where is Sandra?

Answer: In the garden.",Where is the football? 
471,garden,"Question: Where is the football?

Question: Where is the football?

Question: Where is the",Where is the football? 
472,garden,"Answer: In the garden.

Question: Where is the milk?

Answer: In the bathroom.",Where is the football? 
473,garden,"Answer: In the bathroom.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
474,garden,"Answer: In the bathroom.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
475,hallway,"Answer: In the hallway.

Question: Where is the hallway?

Answer: In the bedroom.",Where is the football? 
476,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the kitchen.",Where is the football? 
477,hallway,Answer: In the bedroom.,Where is the football? 
478,hallway,,Where is the football? 
479,kitchen,,Where is the milk? 
480,office,"Answer: In the office.

Question: Where is the office?

Answer: In the kitchen.",Where is the football? 
481,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the office.",Where is the football? 
482,kitchen,"Answer: In the hallway.

Question: Where is the hallway?

Answer: In the kitchen.",Where is the football? 
483,kitchen,"Question: Where is the football?

Question: Where is the milk?

Question: Where is the",Where is the apple? 
484,kitchen,"Question: Where is the football?

Question: Where is the milk?

Question: Where is the",Where is the apple? 
485,bedroom,"Answer: In the kitchen.




THE TANGO


The Tango is a",Where is the apple? 
486,bathroom,Answer: In the hallway.,Where is the football? 
487,bathroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the milk? 
488,bathroom,"Answer: In the office.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
489,bathroom,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the bathroom.",Where is the football? 
490,bathroom,Answer: In the kitchen.,Where is the apple? 
491,bathroom,"Answer: In the Pullman car.

Question: Where is the Pullman car?

Answer:",Where is the apple? 
492,office,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the apple? 
493,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the office.",Where is the apple? 
494,bedroom,"Answer: In the kitchen.





End of the Project Gutenberg EBook of Birds",Where is the apple? 
495,office,Answer: In the office.,Where is the football? 
496,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
497,bedroom,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the football? 
498,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
499,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
500,office,"Answer: In the garden.

Daniel went to the office.",Where is the apple? 
501,office,"Answer: In the garden.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
502,garden,"Answer: In the refrigerator.

Question: Where is the butter?

Answer: In the refrigerator.",Where is the milk? 
503,garden,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the bedroom.",Where is the milk? 
504,bedroom,"Answer: In the bedroom.

Question: Where is the apple?

Answer: In the bathroom.",Where is the milk? 
505,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
506,bedroom,"Answer: In the bedroom.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
507,kitchen,,Where is the football? 
508,kitchen,Answer: In the kitchen.,Where is the milk? 
509,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the milk? 
510,office,"Answer: In the office.

Question: Where is the office?

Answer: In the hallway.",Where is the football? 
511,office,"Answer: In the office.

Question: Where is John?

Answer: In the office.",Where is the football? 
512,office,"Answer: In the office.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
513,office,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
514,office,"Answer: In the garden.

Question: Where is the milk?

Answer: In the office.",Where is the football? 
515,office,"Answer: In the bedroom.

Question: Where is the milk?

Answer: In the office.",Where is the apple? 
516,office,"Answer: In the garden.

Question: Where is the milk?

Answer: In the office.",Where is the apple? 
517,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
518,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
519,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the office.",Where is the apple? 
520,office,"Answer: In the kitchen.

Mary went back to the office.

Question: Where is the office",Where is the apple? 
521,office,"Answer: The apple is in the bathroom.

Question: Where is the bathroom?

Answer: The",Where is the apple? 
522,office,,Where is the apple? 
523,hallway,"Answer: The football is in the hallway.

Question: Where is the hallway?

Answer: The",Where is the football? 
524,garden,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the football? 
525,hallway,"Answer: In the office.

Question: Where is the office?

Answer: In the house.",Where is the football? 
526,hallway,"Answer: In the dairy.

Question: Where is the dairy?

Answer: In the barn.",Where is the milk? 
527,garden,"of the young men, and he was afraid that if Dick told them of his
connection with the Stanhop",Where is the milk? 
528,office,,Where is the apple? 
529,office,"Answer: The apple is in the hallway.

Question: Where is the milk?

Answer: The",Where is the apple? 
530,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
531,bedroom,"Answer: The apple is in the garden.

Question: Where is the football?

Answer: The",Where is the apple? 
532,hallway,"A: The football is in the hallway.

The football is in the hallway.",Where is the football? 
533,hallway,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
534,hallway,"Answer: The milk is in the bathroom.

Question: Where is the football?

Answer: The",Where is the milk? 
535,kitchen,"Answer: In the kitchen.

Question: Where is the mouse?

Answer: In the bedroom.",Where is the apple? 
536,kitchen,,Where is the apple? 
537,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
538,kitchen,"Answer: In the kitchen.

Answer: In the kitchen.

Answer: In the kitchen.",Where is the milk? 
539,garden,,Where is the football? 
540,office,"Answer: In the office.

be true. The second, was never to believe any thing, which I",Where is the football? 
541,office,"A: The football is

 in the garden.

The answer is

 the first letter of",Where is the football? 
542,garden,,Where is the milk? 
543,bathroom,EGLANTINE. (_Aside._) I'm afraid he's going to ask me to marry,Where is the apple? 
544,bedroom,"THE CHRONICLES OF CANADA

THIRTY-TWO V",Where is the apple? 
545,office,,Where is the milk? 
546,bathroom,"Answer: In the bathroom.

Question: Where is the milk?

Answer: In the bathroom.",Where is the milk? 
547,bathroom,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
548,bathroom,"Answer: In the bathroom.

Question: Where is the milk?

Answer: In the bathroom.",Where is the milk? 
549,hallway,,Where is the football? 
550,bathroom,"Answer: In the basket.

Question: Where is the basket?

Answer: In the kitchen.",Where is the apple? 
551,bathroom,"Answer: In the bathroom.

Question: Where is the football?

Answer: In the bathroom.",Where is the football? 
552,hallway,"Answer: In the bathroom.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
553,hallway,"Answer: In the hallway.

Question: Where is the football?

Answer: In the office.",Where is the apple? 
554,bathroom,"Answer: In the bathroom.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
555,garden,,Where is the milk? 
556,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
557,office,"Answer: In the kitchen.

]

    The Brownies, with their usual skill,",Where is the milk? 
558,bathroom,"A: The milk is in the



kitchen



because",Where is the milk? 
559,office,"Answer: In the office.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
560,bedroom,"Answer: In the bedroom.

Question: Where is the apple?

Answer: In the bedroom.",Where is the milk? 
561,bathroom,,Where is the apple? 
562,bathroom,"Answer: In the bedroom.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
563,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bedroom.",Where is the apple? 
564,garden,"Options:

A. In the office.

B. In the kitchen.

C. In",Where is the football? 
565,office,"End of the Project Gutenberg EBook of Red, White, Blue Socks. The",Where is the football? 
566,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
567,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
568,office,"Answer: In the office.

Daniel went to the office.

Question: Where is the apple?",Where is the apple? 
569,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
570,bedroom,"Answer: In the bathroom.




THE MODE OF USING ROCKETS IN BOM",Where is the milk? 
571,bedroom,THE USE OF ROCKETS IN THE DEFENCE OF SHIPS. 2 represents the application of,Where is the milk? 
572,bathroom,,Where is the apple? 
573,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
574,office,Answer: In the kitchen.,Where is the milk? 
575,bathroom,"Answer: In the bedroom.

Question: Where is the apple?

Answer: In the bathroom.",Where is the milk? 
576,bedroom,"A: The milk is in the bedroom.

The milk is in the bedroom.

The milk",Where is the milk? 
577,bathroom,,Where is the milk? 
578,bathroom,,Where is the milk? 
579,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
580,hallway,"Answer: It is in the hallway.

Question: Where is the football?

Answer: It is",Where is the football? 
581,office,,Where is the football? 
582,office,,Where is the football? 
583,garden,,Where is the milk? 
584,garden,"Answer: The milk is in the kitchen.

Question: Where is the football?

Answer: The",Where is the milk? 
585,garden,"Answer: In the house.

Question: Where is the house?

Answer: In the woods.",Where is the milk? 
586,garden,"Answer: The milk is in the office.

Question: Where is the football?

Answer: The",Where is the milk? 
587,garden,Answer: In the kitchen.,Where is the milk? 
588,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
589,garden,"Answer: In the kitchen.




Plays for High Schools


                               _M",Where is the milk? 
590,bedroom,"Answer: The apple is in the bathroom.

Question: Where is the milk?

Answer: The",Where is the apple? 
591,kitchen,"Answer: In the kitchen.

Question: Where is the office?

Answer: In the hallway.",Where is the milk? 
592,bedroom,"Answer: In the bedroom.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
593,bedroom,"Answer: The apple is in the garden.

Question: Where is the garden?

Answer: The",Where is the apple? 
594,bedroom,"Answer: Daniel has it.

Question: Where is the milk?

Answer: John has it.",Where is the apple? 
595,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
596,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
597,hallway,Answer: In the kitchen.,Where is the milk? 
598,kitchen,"Answer: In the bedroom.

Question: Where is the football?

Answer: In the bedroom.",Where is the football? 
599,garden,"Answer: In the garden.



""Primitive"" is not a word of reproach,",Where is the apple? 
600,kitchen,Answer: In the kitchen.,Where is the apple? 
601,kitchen,,Where is the apple? 
602,hallway,"Answer: In the hallway.

Question: Where is the hallway?

Answer: In the house.",Where is the football? 
603,garden,,Where is the apple? 
604,hallway,"Answer: In the garden.






BOOK THE FOURTH. _The Po",Where is the football? 
605,bedroom,"Answer: It is in the bathroom.

Question: Where is the bathroom?

Answer: It is",Where is the football? 
606,bedroom,Answer: In the office.,Where is the milk? 
607,bedroom,,Where is the milk? 
608,bathroom,,Where is the milk? 
609,hallway,,Where is the apple? 
610,garden,"Answer: In the garden.

Question: Where is the garden?

Answer: In the compound.",Where is the apple? 
611,garden,"Answer: In the garden.

not to be considered as a part of the man.

              Active",Where is the apple? 
612,garden,"Options:

A. In the garden

B. In the hallway

C. In the bathroom",Where is the apple? 
613,garden,"Answer: In the garden.

Question: Where is the milk?

Answer: In the hallway.",Where is the apple? 
614,garden,"Answer: In the garden.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
615,garden,"Answer: In the garden.

Question: Where is the garden?

Answer: In the book.",Where is the apple? 
616,hallway,,Where is the apple? 
617,hallway,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the garden.",Where is the apple? 
618,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the office.",Where is the football? 
619,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
620,bedroom,"Answer: In the bedroom.

Question: Where is the bedroom?

Answer: In the hallway.",Where is the football? 
621,bedroom,"Answer: In the office.

Question: How does it get there?

Answer: By the Holy",Where is the football? 
622,bedroom,Answer: In the hallway.,Where is the football? 
623,bathroom,"Answer: In the garden.

Question: Where is the football?

Answer: In the office.",Where is the apple? 
624,garden,"Answer: In the garden.

Question: Where is the garden?

Answer: In the park.",Where is the apple? 
625,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the kitchen.",Where is the football? 
626,kitchen,"Answer: In the kitchen.

upon the North Western to furnish a statement of the number of
locom",Where is the football? 
627,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bathroom.",Where is the milk? 
628,bathroom,"Answer: The milk is in the kitchen.

Question: Where is the football?

Answer: The",Where is the milk? 
629,bathroom,"Answer: The milk is in the kitchen.

Question: Where is the kitchen?

Answer: The",Where is the milk? 
630,bathroom,"Answer: In the garden.

Question: Where is the apple?

Answer: In the bedroom.",Where is the football? 
631,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
632,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the apple? 
633,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the office.",Where is the apple? 
634,office,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
635,garden,Answer: In the office.,Where is the football? 
636,garden,Answer: In the office.,Where is the football? 
637,garden,"Answer: In the milk.

Question: Where is the milk?

Answer: In the milk.",Where is the milk? 
638,garden,Answer: The milk is in the bathroom.,Where is the milk? 
639,garden,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
640,office,"Answer: John put down the apple there.

Question: Where is the apple?

Answer: John",Where is the milk? 
641,office,"Answer: John grabbed the apple there.

Question: Where is the milk?

Answer: Sandra took",Where is the apple? 
642,bathroom,,Where is the milk? 
643,bathroom,Answer: In the kitchen.,Where is the milk? 
644,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
645,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
646,office,"Options:

A. In the kitchen

B. In the garden

C. In the hallway",Where is the milk? 
647,office,"Answer: In the kitchen.




[Illustration]




CHAPTER",Where is the milk? 
648,garden,,Where is the football? 
649,garden,"Answer: The football is in the kitchen.

Question: Where is the football?

Answer: The",Where is the football? 
650,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the office.",Where is the apple? 
651,office,Ans: In the garden.,Where is the apple? 
652,garden,,Where is the football? 
653,garden,,Where is the football? 
654,garden,,Where is the football? 
655,garden,"Answer: In the bedroom.




THE FOOD AND ENERGY OF MAN. [F",Where is the football? 
656,garden,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
657,bathroom,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
658,garden,"Options:

A. In the garden

B. In the kitchen

C. In the bathroom",Where is the apple? 
659,garden,"Answer: In the bathroom.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
660,office,"Answer: In the bathroom.




CHAPTER XXVI.--THE RETURN OF THE",Where is the football? 
661,office,"Answer: In the bathroom.

Question: Where is the football?

Answer: In the bathroom.",Where is the football? 
662,hallway,Answer: In the bathroom.,Where is the apple? 
663,hallway,Answer: In the office.,Where is the apple? 
664,hallway,"Answer: In the office.

Question: Where is the football?

Answer: In the office.",Where is the apple? 
665,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the kitchen.",Where is the apple? 
666,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
667,garden,Answer: In the kitchen.,Where is the milk? 
668,hallway,"Answer: In the hallway.

Question: Where is the football?

Answer: In the kitchen.",Where is the apple? 
669,hallway,Answer: In the hallway.,Where is the apple? 
670,bathroom,"Answer: In the bathroom.

“That’s a good idea!” Carl agreed. “We’",Where is the football? 
671,bathroom,"Answer: In the garden.

Question: Where is the apple?

Answer: In the bedroom.",Where is the football? 
672,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the football? 
673,bathroom,"Answer: In the kitchen.




                               CHAPTER XI.

                        THE",Where is the milk? 
674,bathroom,,Where is the milk? 
675,garden,"Answer: It is in the garden.

_He addresses a river which has obstructed his passage while he is going",Where is the football? 
676,garden,"Answer: In the garden.

Question: Where is the garden?

Answer: In the hallway.",Where is the football? 
677,garden,"Answer: In the office.

Question: Where is the office?

Answer: In the hallway.",Where is the football? 
